segment_id,split,stage,family,corrupted,row_count,coverage_key,parameter_json,observed_command_signature
ofnis_000027,train,SEC_20_LAUNCH,launch,false,446,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.18|observed_command=pair=0.18,0.18;mag=0.18;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.18, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.18,0.18;mag=0.18;linear=0;yaw=0"
ofnis_000028,train,SEC_20_LAUNCH,launch,false,449,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.18|observed_command=pair=-0.18,-0.18;mag=0.18;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.18, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=-0.18,-0.18;mag=0.18;linear=0;yaw=0"
ofnis_000029,train,SEC_20_LAUNCH,launch,false,447,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.18|observed_command=pair=0.18,0.18;mag=0.18;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.18, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.18,0.18;mag=0.18;linear=0;yaw=0"
ofnis_000031,train,SEC_20_LAUNCH,launch,false,446,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.19|observed_command=pair=0.19,0.19;mag=0.19;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.19, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.19,0.19;mag=0.19;linear=0;yaw=0"
ofnis_000032,train,SEC_20_LAUNCH,launch,false,445,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.19|observed_command=pair=-0.19,-0.19;mag=0.19;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.19, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=-0.19,-0.19;mag=0.19;linear=0;yaw=0"
ofnis_000033,train,SEC_20_LAUNCH,launch,false,449,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.19|observed_command=pair=0.19,0.19;mag=0.19;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.19, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.19,0.19;mag=0.19;linear=0;yaw=0"
ofnis_000034,train,SEC_20_LAUNCH,launch,false,446,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.19|observed_command=pair=-0.19,-0.19;mag=0.19;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.19, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=-0.19,-0.19;mag=0.19;linear=0;yaw=0"
ofnis_000037,train,SEC_20_LAUNCH,launch,false,445,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.19|observed_command=pair=0.19,0.19;mag=0.19;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.19, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.19,0.19;mag=0.19;linear=0;yaw=0"
ofnis_000040,train,SEC_20_LAUNCH,launch,false,448,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.19|observed_command=pair=-0.19,-0.19;mag=0.19;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.19, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=-0.19,-0.19;mag=0.19;linear=0;yaw=0"
ofnis_000041,train,SEC_20_LAUNCH,launch,false,450,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.2|observed_command=pair=0.2,0.2;mag=0.2;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.2, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.2,0.2;mag=0.2;linear=0;yaw=0"
ofnis_000042,train,SEC_20_LAUNCH,launch,false,446,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.2|observed_command=pair=-0.2,-0.2;mag=0.2;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.2, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=-0.2,-0.2;mag=0.2;linear=0;yaw=0"
ofnis_000043,train,SEC_20_LAUNCH,launch,false,448,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.2|observed_command=pair=0.2,0.2;mag=0.2;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.2, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.2,0.2;mag=0.2;linear=0;yaw=0"
ofnis_000044,train,SEC_20_LAUNCH,launch,false,449,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.2|observed_command=pair=-0.2,-0.2;mag=0.2;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.2, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=-0.2,-0.2;mag=0.2;linear=0;yaw=0"
ofnis_000045,train,SEC_20_LAUNCH,launch,false,448,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.2|observed_command=pair=0.2,0.2;mag=0.2;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.2, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.2,0.2;mag=0.2;linear=0;yaw=0"
ofnis_000046,train,SEC_20_LAUNCH,launch,false,449,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.2|observed_command=pair=-0.2,-0.2;mag=0.2;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.2, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=-0.2,-0.2;mag=0.2;linear=0;yaw=0"
ofnis_000049,train,SEC_20_LAUNCH,launch,false,449,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.2|observed_command=pair=0.2,0.2;mag=0.2;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.2, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.2,0.2;mag=0.2;linear=0;yaw=0"
ofnis_000050,train,SEC_20_LAUNCH,launch,false,447,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.2|observed_command=pair=-0.2,-0.2;mag=0.2;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.2, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=-0.2,-0.2;mag=0.2;linear=0;yaw=0"
ofnis_000051,train,SEC_20_LAUNCH,launch,false,448,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.21|observed_command=pair=0.21,0.21;mag=0.21;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.21, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.21,0.21;mag=0.21;linear=0;yaw=0"
ofnis_000053,train,SEC_20_LAUNCH,launch,false,445,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.21|observed_command=pair=0.21,0.21;mag=0.21;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.21, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.21,0.21;mag=0.21;linear=0;yaw=0"
ofnis_000054,train,SEC_20_LAUNCH,launch,false,448,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.21|observed_command=pair=-0.21,-0.21;mag=0.21;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.21, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=-0.21,-0.21;mag=0.21;linear=0;yaw=0"
ofnis_000055,train,SEC_20_LAUNCH,launch,false,449,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.21|observed_command=pair=0.21,0.21;mag=0.21;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.21, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.21,0.21;mag=0.21;linear=0;yaw=0"
ofnis_000056,train,SEC_20_LAUNCH,launch,false,447,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.21|observed_command=pair=-0.21,-0.21;mag=0.21;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.21, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=-0.21,-0.21;mag=0.21;linear=0;yaw=0"
ofnis_000057,train,SEC_20_LAUNCH,launch,false,450,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.21|observed_command=pair=0.21,0.21;mag=0.21;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.21, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.21,0.21;mag=0.21;linear=0;yaw=0"
ofnis_000058,train,SEC_20_LAUNCH,launch,false,446,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.21|observed_command=pair=-0.21,-0.21;mag=0.21;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.21, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=-0.21,-0.21;mag=0.21;linear=0;yaw=0"
ofnis_000061,train,SEC_20_LAUNCH,launch,false,448,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.22|observed_command=pair=0.22,0.22;mag=0.22;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.22, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.22,0.22;mag=0.22;linear=0;yaw=0"
ofnis_000062,train,SEC_20_LAUNCH,launch,false,448,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.22|observed_command=pair=-0.22,-0.22;mag=0.22;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.22, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=-0.22,-0.22;mag=0.22;linear=0;yaw=0"
ofnis_000065,train,SEC_20_LAUNCH,launch,false,449,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.22|observed_command=pair=0.22,0.22;mag=0.22;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.22, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.22,0.22;mag=0.22;linear=0;yaw=0"
ofnis_000066,train,SEC_20_LAUNCH,launch,false,448,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.22|observed_command=pair=-0.22,-0.22;mag=0.22;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.22, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=-0.22,-0.22;mag=0.22;linear=0;yaw=0"
ofnis_000067,train,SEC_20_LAUNCH,launch,false,448,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.22|observed_command=pair=0.22,0.22;mag=0.22;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.22, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.22,0.22;mag=0.22;linear=0;yaw=0"
ofnis_000068,train,SEC_20_LAUNCH,launch,false,449,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.22|observed_command=pair=-0.22,-0.22;mag=0.22;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.22, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=-0.22,-0.22;mag=0.22;linear=0;yaw=0"
ofnis_000070,train,SEC_20_LAUNCH,launch,false,447,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.22|observed_command=pair=-0.22,-0.22;mag=0.22;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.22, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=-0.22,-0.22;mag=0.22;linear=0;yaw=0"
ofnis_000071,train,SEC_20_LAUNCH,launch,false,449,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.23|observed_command=pair=0.23,0.23;mag=0.23;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.23, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.23,0.23;mag=0.23;linear=0;yaw=0"
ofnis_000073,train,SEC_20_LAUNCH,launch,false,449,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.23|observed_command=pair=0.23,0.23;mag=0.23;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.23, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.23,0.23;mag=0.23;linear=0;yaw=0"
ofnis_000074,train,SEC_20_LAUNCH,launch,false,445,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.23|observed_command=pair=-0.23,-0.23;mag=0.23;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.23, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=-0.23,-0.23;mag=0.23;linear=0;yaw=0"
ofnis_000075,train,SEC_20_LAUNCH,launch,false,448,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.23|observed_command=pair=0.23,0.23;mag=0.23;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.23, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.23,0.23;mag=0.23;linear=0;yaw=0"
ofnis_000076,train,SEC_20_LAUNCH,launch,false,448,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.23|observed_command=pair=-0.23,-0.23;mag=0.23;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.23, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=-0.23,-0.23;mag=0.23;linear=0;yaw=0"
