candidate_id,segment_id,split,stage,run_id,source_path,source_row_index,master_time_us,dt_s,left_command,right_command,left_wheel_rate_radps,right_wheel_rate_radps,fan_duty_cycle,px_m,py_m,heading_rad,vf_mps,vr_mps,yaw_rate_radps,delta_af_mps2,delta_ar_mps2,delta_yaw_accel_radps2,predicted_forward_accel_mps2,predicted_right_accel_mps2,predicted_yaw_accel_radps2,measured_yaw_rate_radps,measured_forward_accel_mps2,measured_right_accel_mps2,yaw_rate_residual_radps,forward_accel_residual_mps2,right_accel_residual_mps2,max_contact_relative_speed_mps,load_weighted_contact_relative_speed_mps,load_weighted_lateral_relative_speed_mps,load_weighted_yaw_contact_speed_mps,max_contact_utilization,max_contact_saturation,total_normal_load_n,ground_use
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15503,27202907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,-0,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15503,27202907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,-0,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15504,27203907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.00244346098043,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15504,27203907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.00244346098043,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15504,27203907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.00244346098043,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15504,27203907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.00244346098043,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15505,27204907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.00122173049022,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15505,27204907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.00122173049022,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15505,27204907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.00122173049022,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15505,27204907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.00122173049022,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15506,27205907,0.001,0.25,0.25,0,0,0.8,,,,,,,0,0,0,,,,0.00610865233466,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15506,27205907,0.001,0.25,0.25,0,0,0.8,,,,,,,0,0,0,,,,0.00610865233466,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15506,27205907,0.001,0.25,0.25,0,0,0.8,,,,,,,0,0,0,,,,0.00610865233466,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15506,27205907,0.001,0.25,0.25,0,0,0.8,,,,,,,0,0,0,,,,0.00610865233466,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15507,27206907,0.001,0.25,0.25,0,0,0.8,,,,,,,0,0,0,,,,0.0268780700862,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15507,27206907,0.001,0.25,0.25,0,0,0.8,,,,,,,0,0,0,,,,0.0268780700862,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15507,27206907,0.001,0.25,0.25,0,0,0.8,,,,,,,0,0,0,,,,0.0268780700862,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15507,27206907,0.001,0.25,0.25,0,0,0.8,,,,,,,0,0,0,,,,0.0268780700862,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15508,27207907,0.001,0.25,0.25,0,0,0.8,,,,,,,0,0,0,,,,0.0476474873722,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15508,27207907,0.001,0.25,0.25,0,0,0.8,,,,,,,0,0,0,,,,0.0476474873722,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15508,27207907,0.001,0.25,0.25,0,0,0.8,,,,,,,0,0,0,,,,0.0476474873722,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15508,27207907,0.001,0.25,0.25,0,0,0.8,,,,,,,0,0,0,,,,0.0476474873722,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15509,27208907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0635299831629,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15509,27208907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0635299831629,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15509,27208907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0635299831629,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15509,27208907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0635299831629,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15510,27209907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0745255574584,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15510,27209907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0745255574584,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15510,27209907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0745255574584,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15510,27209907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0745255574584,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15511,27210907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0781907513738,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15511,27210907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0781907513738,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15511,27210907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0781907513738,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15511,27210907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0781907513738,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15512,27211907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.0781907513738,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15512,27211907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.0781907513738,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15512,27211907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.0781907513738,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15512,27211907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.0781907513738,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15513,27212907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.086742863059,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15513,27212907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.086742863059,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15513,27212907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.086742863059,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15513,27212907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.086742863059,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15514,27213907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0952949747443,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15514,27213907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0952949747443,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15514,27213907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0952949747443,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15514,27213907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0952949747443,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15515,27214907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0989601686597,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15515,27214907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0989601686597,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15515,27214907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0989601686597,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15515,27214907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.0989601686597,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15516,27215907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.119729585946,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15516,27215907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.119729585946,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15516,27215907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.119729585946,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15516,27215907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.119729585946,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15517,27216907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.134390354156,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15517,27216907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.134390354156,0,0,,,,0,,,,,0,1.932931,
candidate_2_stribeck,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15517,27216907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.134390354156,0,0,,,,0,,,,,0,1.932931,
candidate_3_load_sensitive,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15517,27216907,0.001,0.25,0.25,0.931345396081,0,0.8,,,,,,,0,0,0,,,,0.134390354156,0,0,,,,0,,,,,0,0.12,
baseline/current_holdover,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15518,27217907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.130725160241,0,0,,,,0,,,,,0,1.932931,
candidate_1_algebraic_envelope,ofnis_001497,train,launch,mmlog_decode_2026-05-27_04-44-04,C:\Users\thene\source\repos\MicroMouse2025\TestResults\mmlog_decode_2026-05-27_04-44-04\open_floor_main.csv,15518,27217907,0.001,0.25,0.25,0.46567269804,0,0.8,,,,,,,0,0,0,,,,0.130725160241,0,0,,,,0,,,,,0,1.932931,
