segment_id,split,stage,family,row_count,coverage_key,parameter_json,observed_command_signature
ofnis_001063,train,SEC_30_STRAIGHT,straight,33126,stage=SEC_30_STRAIGHT|family=straight|parameter=straight_speed_mps|kind=legacy_straight_speed_bin_mps|value=0.55,"{""cmd_linear_mps_median"": -0.550000011920929, ""cmd_yaw_radps_median"": 0.1347942054271698, ""parameter"": ""straight_speed_mps"", ""speed_bin"": 3.0, ""speed_bin_label"": ""HIGH"", ""test_value"": 0.55, ""test_value_kind"": ""legacy_straight_speed_bin_mps""}","pair=-1,-1;mag=0.2438395;linear=-0.550000011921;yaw=0.134794205427"
ofnis_001074,train,SEC_20_LAUNCH,launch,347,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.25|observed_command=pair=0.25,0.25;mag=0.25;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.25, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=0.25,0.25;mag=0.25;linear=0;yaw=0"
ofnis_001089,train,SEC_20_LAUNCH,launch,709,"stage=SEC_20_LAUNCH|family=launch|parameter=observed_drive_command_magnitude|kind=observed_drive_command_magnitude|value=0.3|observed_command=pair=-0.3,-0.3;mag=0.3;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""observed_drive_command_magnitude"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": 0.3, ""test_value_kind"": ""observed_drive_command_magnitude""}","pair=-0.3,-0.3;mag=0.3;linear=0;yaw=0"
ofnis_001091,train,SEC_50_SMOOTH,static_hold,254,stage=SEC_50_SMOOTH|family=static_hold|parameter=smooth_speed_mps|kind=legacy_smooth_speed_bin_mps|value=,"{""cmd_linear_mps_median"": null, ""cmd_yaw_radps_median"": null, ""parameter"": ""smooth_speed_mps"", ""speed_bin"": 0.0, ""speed_bin_label"": ""NONE"", ""test_value"": null, ""test_value_kind"": ""legacy_smooth_speed_bin_mps""}",
ofnis_001247,train,launch,launch,646,"stage=launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=0.25|observed_command=pair=0.25,0.25;mag=0.25;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""drive_command_bin"", ""speed_bin"": 0.25, ""speed_bin_label"": null, ""test_value"": 0.25, ""test_value_kind"": ""logged_drive_command_bin""}","pair=0.25,0.25;mag=0.25;linear=0;yaw=0"
ofnis_001271,train,yaw_launch,launch,579,"stage=yaw_launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=0.3|observed_command=pair=0.3,-0.3;mag=0.3;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""drive_command_bin"", ""speed_bin"": 0.30000001192092896, ""speed_bin_label"": null, ""test_value"": 0.3, ""test_value_kind"": ""logged_drive_command_bin""}","pair=0.3,-0.3;mag=0.3;linear=0;yaw=0"
ofnis_001280,train,yaw_launch,launch,567,"stage=yaw_launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=-0.3|observed_command=pair=-0.3,0.3;mag=0.3;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""drive_command_bin"", ""speed_bin"": -0.30000001192092896, ""speed_bin_label"": null, ""test_value"": -0.3, ""test_value_kind"": ""logged_drive_command_bin""}","pair=-0.3,0.3;mag=0.3;linear=0;yaw=0"
ofnis_001285,train,yaw_launch,launch,593,"stage=yaw_launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=0.35|observed_command=pair=0.35,-0.35;mag=0.35;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""drive_command_bin"", ""speed_bin"": 0.3500000238418579, ""speed_bin_label"": null, ""test_value"": 0.35, ""test_value_kind"": ""logged_drive_command_bin""}","pair=0.35,-0.35;mag=0.35;linear=0;yaw=0"
ofnis_001286,train,yaw_launch,launch,583,"stage=yaw_launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=-0.35|observed_command=pair=-0.35,0.35;mag=0.35;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""drive_command_bin"", ""speed_bin"": -0.3500000238418579, ""speed_bin_label"": null, ""test_value"": -0.35, ""test_value_kind"": ""logged_drive_command_bin""}","pair=-0.35,0.35;mag=0.35;linear=0;yaw=0"
ofnis_001309,train,yaw_launch,launch,626,"stage=yaw_launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=0.4|observed_command=pair=0.4,-0.4;mag=0.4;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""drive_command_bin"", ""speed_bin"": 0.4000000059604645, ""speed_bin_label"": null, ""test_value"": 0.4, ""test_value_kind"": ""logged_drive_command_bin""}","pair=0.4,-0.4;mag=0.4;linear=0;yaw=0"
ofnis_001339,train,yaw_launch,launch,590,"stage=yaw_launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=0.45|observed_command=pair=0.45,-0.45;mag=0.45;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""drive_command_bin"", ""speed_bin"": 0.45000001788139343, ""speed_bin_label"": null, ""test_value"": 0.45, ""test_value_kind"": ""logged_drive_command_bin""}","pair=0.45,-0.45;mag=0.45;linear=0;yaw=0"
ofnis_001345,train,yaw_launch,launch,617,"stage=yaw_launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=0.5|observed_command=pair=0.5,-0.5;mag=0.5;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""drive_command_bin"", ""speed_bin"": 0.5, ""speed_bin_label"": null, ""test_value"": 0.5, ""test_value_kind"": ""logged_drive_command_bin""}","pair=0.5,-0.5;mag=0.5;linear=0;yaw=0"
ofnis_001364,train,yaw_launch,launch,604,"stage=yaw_launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=-0.5|observed_command=pair=-0.5,0.5;mag=0.5;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""drive_command_bin"", ""speed_bin"": -0.5, ""speed_bin_label"": null, ""test_value"": -0.5, ""test_value_kind"": ""logged_drive_command_bin""}","pair=-0.5,0.5;mag=0.5;linear=0;yaw=0"
ofnis_001390,train,launch,launch,817,"stage=launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=0.35|observed_command=pair=0.35,0.35;mag=0.35;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""drive_command_bin"", ""speed_bin"": 0.3499999940395355, ""speed_bin_label"": null, ""test_value"": 0.35, ""test_value_kind"": ""logged_drive_command_bin""}","pair=0.35,0.35;mag=0.35;linear=0;yaw=0"
ofnis_001442,train,yaw_launch,launch,777,"stage=yaw_launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=0.6|observed_command=pair=0.6,-0.6;mag=0.6;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""drive_command_bin"", ""speed_bin"": 0.6000000238418579, ""speed_bin_label"": null, ""test_value"": 0.6, ""test_value_kind"": ""logged_drive_command_bin""}","pair=0.6,-0.6;mag=0.6;linear=0;yaw=0"
ofnis_001443,train,yaw_launch,launch,760,"stage=yaw_launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=-0.6|observed_command=pair=-0.6,0.6;mag=0.6;linear=0;yaw=0","{""cmd_linear_mps_median"": 0.0, ""cmd_yaw_radps_median"": 0.0, ""parameter"": ""drive_command_bin"", ""speed_bin"": -0.6000000238418579, ""speed_bin_label"": null, ""test_value"": -0.6, ""test_value_kind"": ""logged_drive_command_bin""}","pair=-0.6,0.6;mag=0.6;linear=0;yaw=0"
ofnis_001495,train,static,static_hold,42,stage=static|family=static_hold|parameter=none|kind=none|value=,"{""cmd_linear_mps_median"": null, ""cmd_yaw_radps_median"": null, ""parameter"": ""none"", ""speed_bin"": 0.0, ""speed_bin_label"": null, ""test_value"": null, ""test_value_kind"": ""none""}",
ofnis_001503,train,launch,launch,729,"stage=launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=0.3|observed_command=pair=0.3,0.3;mag=0.3","{""cmd_linear_mps_median"": null, ""cmd_yaw_radps_median"": null, ""parameter"": ""drive_command_bin"", ""speed_bin"": 0.30000001192092896, ""speed_bin_label"": null, ""test_value"": 0.3, ""test_value_kind"": ""logged_drive_command_bin""}","pair=0.3,0.3;mag=0.3"
ofnis_001504,train,launch,launch,707,"stage=launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=-0.3|observed_command=pair=-0.3,-0.3;mag=0.3","{""cmd_linear_mps_median"": null, ""cmd_yaw_radps_median"": null, ""parameter"": ""drive_command_bin"", ""speed_bin"": -0.30000001192092896, ""speed_bin_label"": null, ""test_value"": -0.3, ""test_value_kind"": ""logged_drive_command_bin""}","pair=-0.3,-0.3;mag=0.3"
ofnis_001526,train,yaw_launch,launch,795,"stage=yaw_launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=-0.5|observed_command=pair=-0.5,0.5;mag=0.5","{""cmd_linear_mps_median"": null, ""cmd_yaw_radps_median"": null, ""parameter"": ""drive_command_bin"", ""speed_bin"": -0.5, ""speed_bin_label"": null, ""test_value"": -0.5, ""test_value_kind"": ""logged_drive_command_bin""}","pair=-0.5,0.5;mag=0.5"
ofnis_001550,train,yaw_launch,launch,797,"stage=yaw_launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=-0.55|observed_command=pair=-0.55,0.55;mag=0.55","{""cmd_linear_mps_median"": null, ""cmd_yaw_radps_median"": null, ""parameter"": ""drive_command_bin"", ""speed_bin"": -0.550000011920929, ""speed_bin_label"": null, ""test_value"": -0.55, ""test_value_kind"": ""logged_drive_command_bin""}","pair=-0.55,0.55;mag=0.55"
ofnis_001564,train,yaw_launch,launch,773,"stage=yaw_launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=-0.6|observed_command=pair=-0.6,0.6;mag=0.6","{""cmd_linear_mps_median"": null, ""cmd_yaw_radps_median"": null, ""parameter"": ""drive_command_bin"", ""speed_bin"": -0.6000000238418579, ""speed_bin_label"": null, ""test_value"": -0.6, ""test_value_kind"": ""logged_drive_command_bin""}","pair=-0.6,0.6;mag=0.6"
ofnis_001586,train,yaw_launch,launch,764,"stage=yaw_launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=-0.65|observed_command=pair=-0.65,0.65;mag=0.65","{""cmd_linear_mps_median"": null, ""cmd_yaw_radps_median"": null, ""parameter"": ""drive_command_bin"", ""speed_bin"": -0.6499999761581421, ""speed_bin_label"": null, ""test_value"": -0.65, ""test_value_kind"": ""logged_drive_command_bin""}","pair=-0.65,0.65;mag=0.65"
ofnis_001606,train,yaw_launch,launch,425,"stage=yaw_launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=-0.7|observed_command=pair=-0.7,0.7;mag=0.7","{""cmd_linear_mps_median"": null, ""cmd_yaw_radps_median"": null, ""parameter"": ""drive_command_bin"", ""speed_bin"": -0.699999988079071, ""speed_bin_label"": null, ""test_value"": -0.7, ""test_value_kind"": ""logged_drive_command_bin""}","pair=-0.7,0.7;mag=0.7"
ofnis_001613,train,yaw_launch,launch,765,"stage=yaw_launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=0.7|observed_command=pair=0.7,-0.7;mag=0.7","{""cmd_linear_mps_median"": null, ""cmd_yaw_radps_median"": null, ""parameter"": ""drive_command_bin"", ""speed_bin"": 0.699999988079071, ""speed_bin_label"": null, ""test_value"": 0.7, ""test_value_kind"": ""logged_drive_command_bin""}","pair=0.7,-0.7;mag=0.7"
ofnis_001630,train,launch,launch,828,"stage=launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=0.35|observed_command=pair=0.35,0.35;mag=0.35","{""cmd_linear_mps_median"": null, ""cmd_yaw_radps_median"": null, ""parameter"": ""drive_command_bin"", ""speed_bin"": 0.3499999940395355, ""speed_bin_label"": null, ""test_value"": 0.35, ""test_value_kind"": ""logged_drive_command_bin""}","pair=0.35,0.35;mag=0.35"
ofnis_001671,train,yaw_launch,launch,1082,"stage=yaw_launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=-0.75|observed_command=pair=-0.75,0.75;mag=0.75","{""cmd_linear_mps_median"": null, ""cmd_yaw_radps_median"": null, ""parameter"": ""drive_command_bin"", ""speed_bin"": -0.75, ""speed_bin_label"": null, ""test_value"": -0.75, ""test_value_kind"": ""logged_drive_command_bin""}","pair=-0.75,0.75;mag=0.75"
ofnis_001676,train,yaw_launch,launch,1625,"stage=yaw_launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=0.8|observed_command=pair=0.8,-0.8;mag=0.8","{""cmd_linear_mps_median"": null, ""cmd_yaw_radps_median"": null, ""parameter"": ""drive_command_bin"", ""speed_bin"": 0.800000011920929, ""speed_bin_label"": null, ""test_value"": 0.8, ""test_value_kind"": ""logged_drive_command_bin""}","pair=0.8,-0.8;mag=0.8"
ofnis_001677,train,yaw_launch,launch,1622,"stage=yaw_launch|family=launch|parameter=drive_command_bin|kind=logged_drive_command_bin|value=-0.8|observed_command=pair=-0.8,0.8;mag=0.8","{""cmd_linear_mps_median"": null, ""cmd_yaw_radps_median"": null, ""parameter"": ""drive_command_bin"", ""speed_bin"": -0.800000011920929, ""speed_bin_label"": null, ""test_value"": -0.8, ""test_value_kind"": ""logged_drive_command_bin""}","pair=-0.8,0.8;mag=0.8"
ofnis_001682,train,mixed_launch,launch,1148,"stage=mixed_launch|family=launch|parameter=observed_drive_command_pair|kind=observed_drive_command_pair|value=0.3,0.4|observed_command=pair=0.3,0.4;mag=0.4","{""cmd_linear_mps_median"": null, ""cmd_yaw_radps_median"": null, ""parameter"": ""observed_drive_command_pair"", ""speed_bin"": 2.0, ""speed_bin_label"": null, ""test_value"": [0.3, 0.4], ""test_value_kind"": ""observed_drive_command_pair""}","pair=0.3,0.4;mag=0.4"
