segment_id,split,corrupted,stage
ofnis_000063,train,false,SEC_20_LAUNCH
ofnis_000064,train,false,SEC_20_LAUNCH
ofnis_000065,train,false,SEC_20_LAUNCH
ofnis_000066,validation,false,SEC_20_LAUNCH
ofnis_000067,train,false,SEC_20_LAUNCH
ofnis_000068,held_out,false,SEC_20_LAUNCH
ofnis_000069,train,false,SEC_20_LAUNCH
ofnis_000070,train,false,SEC_20_LAUNCH
ofnis_000071,train,false,SEC_20_LAUNCH
ofnis_000072,train,false,SEC_20_LAUNCH
ofnis_000073,train,false,SEC_20_LAUNCH
ofnis_000074,held_out,false,SEC_20_LAUNCH
ofnis_000075,train,false,SEC_20_LAUNCH
ofnis_000076,train,false,SEC_20_LAUNCH
ofnis_000077,train,false,SEC_20_LAUNCH
ofnis_000078,train,false,SEC_20_LAUNCH
ofnis_000079,validation,false,SEC_20_LAUNCH
ofnis_000080,train,false,SEC_20_LAUNCH
ofnis_000081,train,false,SEC_20_LAUNCH
ofnis_000082,validation,false,SEC_20_LAUNCH
ofnis_000083,train,false,SEC_20_LAUNCH
ofnis_000084,train,false,SEC_20_LAUNCH
ofnis_000085,validation,false,SEC_20_LAUNCH
ofnis_000086,train,false,SEC_20_LAUNCH
ofnis_000087,train,false,SEC_20_LAUNCH
ofnis_000088,train,false,SEC_20_LAUNCH
ofnis_000089,train,false,SEC_20_LAUNCH
ofnis_000090,train,false,SEC_20_LAUNCH
ofnis_000091,train,false,SEC_20_LAUNCH
ofnis_000092,train,false,SEC_20_LAUNCH
ofnis_000093,train,false,SEC_20_LAUNCH
ofnis_000094,validation,false,SEC_20_LAUNCH
ofnis_000095,held_out,false,SEC_20_LAUNCH
ofnis_000096,train,false,SEC_20_LAUNCH
ofnis_000097,held_out,false,SEC_20_LAUNCH
ofnis_000098,validation,false,SEC_20_LAUNCH
ofnis_000099,train,false,SEC_20_LAUNCH
ofnis_000100,held_out,false,SEC_20_LAUNCH
ofnis_000101,train,false,SEC_30_STRAIGHT
ofnis_000102,held_out,false,SEC_10_STATIC
ofnis_000103,train,false,SEC_20_LAUNCH
ofnis_000104,train,false,SEC_20_LAUNCH
ofnis_000105,train,false,SEC_20_LAUNCH
ofnis_000106,train,false,SEC_20_LAUNCH
ofnis_000107,held_out,false,SEC_20_LAUNCH
ofnis_000108,validation,false,SEC_20_LAUNCH
ofnis_000109,train,false,SEC_20_LAUNCH
ofnis_000110,validation,false,SEC_20_LAUNCH
ofnis_000111,train,false,SEC_20_LAUNCH
ofnis_000112,train,false,SEC_20_LAUNCH
ofnis_000113,held_out,false,SEC_20_LAUNCH
ofnis_000114,train,false,SEC_20_LAUNCH
ofnis_000115,train,false,SEC_20_LAUNCH
ofnis_000116,train,false,SEC_20_LAUNCH
ofnis_000117,train,false,SEC_20_LAUNCH
ofnis_000118,held_out,false,SEC_20_LAUNCH
ofnis_000119,train,false,SEC_20_LAUNCH
ofnis_000120,validation,false,SEC_20_LAUNCH
ofnis_000121,validation,false,SEC_20_LAUNCH
ofnis_000122,train,false,SEC_20_LAUNCH
ofnis_000123,train,false,SEC_20_LAUNCH
ofnis_000124,validation,false,SEC_20_LAUNCH
ofnis_000125,train,false,SEC_20_LAUNCH
ofnis_000126,validation,false,SEC_20_LAUNCH
ofnis_000127,train,false,SEC_20_LAUNCH
ofnis_000128,validation,false,SEC_20_LAUNCH
ofnis_000129,train,false,SEC_20_LAUNCH
ofnis_000130,held_out,false,SEC_20_LAUNCH
ofnis_000131,train,false,SEC_20_LAUNCH
ofnis_000132,train,false,SEC_20_LAUNCH
ofnis_000133,validation,false,SEC_20_LAUNCH
ofnis_000134,held_out,false,SEC_20_LAUNCH
ofnis_000135,held_out,false,SEC_20_LAUNCH
ofnis_000136,validation,false,SEC_20_LAUNCH
ofnis_000137,train,false,SEC_20_LAUNCH
ofnis_000138,held_out,false,SEC_20_LAUNCH
ofnis_000139,train,false,SEC_20_LAUNCH
ofnis_000140,validation,false,SEC_20_LAUNCH
ofnis_000141,train,false,SEC_20_LAUNCH
ofnis_000142,train,false,SEC_20_LAUNCH
ofnis_000143,validation,false,SEC_20_LAUNCH
ofnis_000144,held_out,false,SEC_20_LAUNCH
ofnis_000145,train,false,SEC_20_LAUNCH
ofnis_000146,train,false,SEC_20_LAUNCH
ofnis_000147,validation,false,SEC_20_LAUNCH
ofnis_000148,train,false,SEC_20_LAUNCH
ofnis_000149,validation,false,SEC_20_LAUNCH
ofnis_000150,held_out,false,SEC_20_LAUNCH
ofnis_000151,validation,false,SEC_20_LAUNCH
ofnis_000152,train,false,SEC_20_LAUNCH
ofnis_000153,train,false,SEC_20_LAUNCH
ofnis_000154,train,false,SEC_20_LAUNCH
ofnis_000155,held_out,false,SEC_20_LAUNCH
ofnis_000156,train,false,SEC_20_LAUNCH
ofnis_000157,train,false,SEC_20_LAUNCH
ofnis_000158,train,false,SEC_20_LAUNCH
ofnis_000159,train,false,SEC_20_LAUNCH
ofnis_000160,validation,false,SEC_20_LAUNCH
ofnis_000161,train,false,SEC_20_LAUNCH
ofnis_000162,train,false,SEC_20_LAUNCH
ofnis_000163,held_out,false,SEC_20_LAUNCH
ofnis_000164,held_out,false,SEC_20_LAUNCH
ofnis_000165,held_out,false,SEC_20_LAUNCH
ofnis_000166,validation,false,SEC_20_LAUNCH
ofnis_000167,validation,false,SEC_20_LAUNCH
ofnis_000168,held_out,false,SEC_20_LAUNCH
ofnis_000169,train,false,SEC_20_LAUNCH
ofnis_000170,train,false,SEC_20_LAUNCH
ofnis_000171,train,false,SEC_20_LAUNCH
ofnis_000172,train,false,SEC_20_LAUNCH
ofnis_000173,held_out,false,SEC_20_LAUNCH
ofnis_000174,train,false,SEC_20_LAUNCH
ofnis_000175,train,false,SEC_20_LAUNCH
ofnis_000176,train,false,SEC_20_LAUNCH
ofnis_000177,train,false,SEC_20_LAUNCH
ofnis_000178,train,false,SEC_20_LAUNCH
ofnis_000179,train,false,SEC_20_LAUNCH
ofnis_000180,train,false,SEC_20_LAUNCH
ofnis_000181,train,false,SEC_20_LAUNCH
ofnis_000182,held_out,false,SEC_20_LAUNCH
ofnis_000183,held_out,false,SEC_20_LAUNCH
ofnis_000184,train,false,SEC_20_LAUNCH
ofnis_000185,train,false,SEC_20_LAUNCH
ofnis_000186,train,false,SEC_20_LAUNCH
ofnis_000187,held_out,false,SEC_20_LAUNCH
ofnis_000188,validation,false,SEC_20_LAUNCH
ofnis_000189,validation,false,SEC_20_LAUNCH
ofnis_000190,validation,false,SEC_20_LAUNCH
ofnis_000191,train,false,SEC_20_LAUNCH
ofnis_000192,held_out,false,SEC_30_STRAIGHT
ofnis_000193,validation,false,SEC_10_STATIC
ofnis_000194,held_out,false,SEC_20_LAUNCH
ofnis_000195,train,false,SEC_20_LAUNCH
ofnis_000196,train,false,SEC_20_LAUNCH
ofnis_000197,train,false,SEC_20_LAUNCH
ofnis_000198,validation,false,SEC_20_LAUNCH
ofnis_000199,held_out,false,SEC_20_LAUNCH
ofnis_000200,train,false,SEC_20_LAUNCH
ofnis_000201,train,false,SEC_20_LAUNCH
ofnis_000202,train,false,SEC_20_LAUNCH
ofnis_000203,held_out,false,SEC_20_LAUNCH
ofnis_000204,train,false,SEC_20_LAUNCH
ofnis_000205,held_out,false,SEC_20_LAUNCH
ofnis_000206,train,false,SEC_20_LAUNCH
ofnis_000207,train,false,SEC_20_LAUNCH
ofnis_000208,held_out,false,SEC_20_LAUNCH
ofnis_000209,train,false,SEC_20_LAUNCH
ofnis_000210,held_out,false,SEC_20_LAUNCH
ofnis_000211,train,false,SEC_20_LAUNCH
ofnis_000212,held_out,false,SEC_20_LAUNCH
ofnis_000213,validation,false,SEC_20_LAUNCH
ofnis_000214,validation,false,SEC_20_LAUNCH
ofnis_000215,held_out,false,SEC_20_LAUNCH
ofnis_000216,train,false,SEC_20_LAUNCH
ofnis_000217,train,false,SEC_20_LAUNCH
ofnis_000218,train,false,SEC_20_LAUNCH
ofnis_000219,validation,false,SEC_20_LAUNCH
ofnis_000220,train,false,SEC_20_LAUNCH
ofnis_000221,train,false,SEC_20_LAUNCH
ofnis_000222,train,false,SEC_20_LAUNCH
ofnis_000223,train,false,SEC_20_LAUNCH
ofnis_000224,held_out,false,SEC_20_LAUNCH
ofnis_000225,train,false,SEC_20_LAUNCH
ofnis_000226,train,false,SEC_20_LAUNCH
ofnis_000227,train,false,SEC_20_LAUNCH
ofnis_000228,train,false,SEC_20_LAUNCH
ofnis_000229,held_out,false,SEC_20_LAUNCH
ofnis_000230,train,false,SEC_20_LAUNCH
ofnis_000231,validation,false,SEC_20_LAUNCH
ofnis_000232,held_out,false,SEC_20_LAUNCH
ofnis_000233,validation,false,SEC_20_LAUNCH
ofnis_000234,validation,false,SEC_20_LAUNCH
ofnis_000235,validation,false,SEC_20_LAUNCH
ofnis_000236,held_out,false,SEC_20_LAUNCH
ofnis_000237,train,false,SEC_20_LAUNCH
ofnis_000238,train,false,SEC_20_LAUNCH
ofnis_000239,train,false,SEC_20_LAUNCH
ofnis_000240,train,false,SEC_20_LAUNCH
ofnis_000241,validation,false,SEC_20_LAUNCH
ofnis_000242,train,false,SEC_20_LAUNCH
ofnis_000243,validation,false,SEC_20_LAUNCH
ofnis_000244,train,false,SEC_20_LAUNCH
ofnis_000245,train,false,SEC_20_LAUNCH
ofnis_000246,train,false,SEC_20_LAUNCH
ofnis_000247,validation,false,SEC_20_LAUNCH
ofnis_000248,train,false,SEC_20_LAUNCH
ofnis_000249,train,false,SEC_20_LAUNCH
ofnis_000250,train,false,SEC_20_LAUNCH
ofnis_000251,validation,false,SEC_20_LAUNCH
ofnis_000252,held_out,false,SEC_20_LAUNCH
ofnis_000253,held_out,false,SEC_20_LAUNCH
ofnis_000254,train,false,SEC_20_LAUNCH
ofnis_000255,train,false,SEC_20_LAUNCH
ofnis_000256,train,false,SEC_20_LAUNCH
ofnis_000257,train,false,SEC_20_LAUNCH
ofnis_000258,train,false,SEC_20_LAUNCH
ofnis_000259,train,false,SEC_20_LAUNCH
ofnis_000260,train,false,SEC_20_LAUNCH
ofnis_000261,train,false,SEC_20_LAUNCH
ofnis_000262,held_out,false,SEC_20_LAUNCH
ofnis_000263,validation,false,SEC_20_LAUNCH
ofnis_000264,validation,false,SEC_20_LAUNCH
ofnis_000265,train,false,SEC_20_LAUNCH
ofnis_000266,train,false,SEC_20_LAUNCH
ofnis_000267,train,false,SEC_20_LAUNCH
ofnis_000268,train,false,SEC_20_LAUNCH
ofnis_000269,train,false,SEC_20_LAUNCH
ofnis_000270,validation,false,SEC_20_LAUNCH
ofnis_000271,train,false,SEC_20_LAUNCH
ofnis_000272,train,false,SEC_20_LAUNCH
ofnis_000273,held_out,false,SEC_20_LAUNCH
ofnis_000274,train,false,SEC_20_LAUNCH
ofnis_000275,train,false,SEC_20_LAUNCH
ofnis_000276,validation,false,SEC_20_LAUNCH
ofnis_000277,train,false,SEC_20_LAUNCH
ofnis_000278,held_out,false,SEC_20_LAUNCH
ofnis_000279,held_out,false,SEC_20_LAUNCH
ofnis_000280,validation,false,SEC_20_LAUNCH
ofnis_000281,train,false,SEC_20_LAUNCH
ofnis_000282,train,false,SEC_20_LAUNCH
ofnis_000283,train,false,SEC_20_LAUNCH
ofnis_000284,validation,false,SEC_20_LAUNCH
ofnis_000285,train,false,SEC_20_LAUNCH
ofnis_000286,held_out,false,SEC_20_LAUNCH
ofnis_000287,train,false,SEC_20_LAUNCH
ofnis_000288,train,false,SEC_20_LAUNCH
ofnis_000289,held_out,false,SEC_20_LAUNCH
ofnis_000290,train,false,SEC_20_LAUNCH
ofnis_000291,train,false,SEC_20_LAUNCH
ofnis_000292,train,false,SEC_20_LAUNCH
ofnis_000293,train,false,SEC_20_LAUNCH
ofnis_000294,train,false,SEC_20_LAUNCH
ofnis_000295,train,false,SEC_20_LAUNCH
ofnis_000296,train,false,SEC_20_LAUNCH
ofnis_000297,train,false,SEC_20_LAUNCH
ofnis_000298,held_out,false,SEC_20_LAUNCH
ofnis_000299,train,false,SEC_20_LAUNCH
ofnis_000300,train,false,SEC_20_LAUNCH
ofnis_000301,held_out,false,SEC_20_LAUNCH
ofnis_000302,validation,false,SEC_20_LAUNCH
ofnis_000303,validation,false,SEC_20_LAUNCH
ofnis_000304,train,false,SEC_20_LAUNCH
ofnis_000305,held_out,false,SEC_20_LAUNCH
ofnis_000306,validation,false,SEC_20_LAUNCH
ofnis_000307,train,false,SEC_20_LAUNCH
ofnis_000308,train,false,SEC_20_LAUNCH
ofnis_000309,validation,false,SEC_20_LAUNCH
ofnis_000310,train,false,SEC_20_LAUNCH
ofnis_000311,validation,false,SEC_20_LAUNCH
ofnis_000312,train,false,SEC_20_LAUNCH
ofnis_000313,train,false,SEC_20_LAUNCH
ofnis_000314,train,false,SEC_30_STRAIGHT
ofnis_000315,validation,false,SEC_10_STATIC
ofnis_000316,held_out,false,SEC_20_LAUNCH
ofnis_000317,validation,false,SEC_20_LAUNCH
ofnis_000318,train,false,SEC_20_LAUNCH
ofnis_000319,validation,false,SEC_20_LAUNCH
ofnis_000320,train,false,SEC_20_LAUNCH
ofnis_000321,train,false,SEC_20_LAUNCH
ofnis_000322,validation,false,SEC_20_LAUNCH
ofnis_000323,train,false,SEC_20_LAUNCH
ofnis_000324,held_out,false,SEC_20_LAUNCH
ofnis_000325,train,false,SEC_20_LAUNCH
ofnis_000326,held_out,false,SEC_20_LAUNCH
ofnis_000327,train,false,SEC_20_LAUNCH
ofnis_000328,validation,false,SEC_20_LAUNCH
ofnis_000329,train,false,SEC_20_LAUNCH
ofnis_000330,train,false,SEC_20_LAUNCH
ofnis_000331,validation,false,SEC_20_LAUNCH
ofnis_000332,held_out,false,SEC_20_LAUNCH
ofnis_000333,train,false,SEC_20_LAUNCH
ofnis_000334,validation,false,SEC_20_LAUNCH
ofnis_000335,train,false,SEC_20_LAUNCH
ofnis_000336,held_out,false,SEC_20_LAUNCH
ofnis_000337,held_out,false,SEC_20_LAUNCH
ofnis_000338,train,false,SEC_20_LAUNCH
ofnis_000339,validation,false,SEC_20_LAUNCH
ofnis_000340,train,false,SEC_20_LAUNCH
ofnis_000341,train,false,SEC_20_LAUNCH
ofnis_000342,validation,false,SEC_20_LAUNCH
ofnis_000343,train,false,SEC_20_LAUNCH
ofnis_000344,train,false,SEC_20_LAUNCH
ofnis_000345,train,false,SEC_20_LAUNCH
ofnis_000346,held_out,false,SEC_20_LAUNCH
ofnis_000347,held_out,false,SEC_20_LAUNCH
ofnis_000348,train,false,SEC_20_LAUNCH
ofnis_000349,train,false,SEC_20_LAUNCH
ofnis_000350,train,false,SEC_20_LAUNCH
ofnis_000351,train,false,SEC_20_LAUNCH
ofnis_000352,train,false,SEC_20_LAUNCH
ofnis_000353,train,false,SEC_20_LAUNCH
ofnis_000354,train,false,SEC_20_LAUNCH
ofnis_000355,train,false,SEC_20_LAUNCH
ofnis_000356,train,false,SEC_20_LAUNCH
ofnis_000357,train,false,SEC_20_LAUNCH
ofnis_000358,train,false,SEC_20_LAUNCH
ofnis_000359,train,false,SEC_20_LAUNCH
ofnis_000360,train,false,SEC_20_LAUNCH
ofnis_000361,held_out,false,SEC_20_LAUNCH
ofnis_000362,validation,false,SEC_20_LAUNCH
ofnis_000363,train,false,SEC_20_LAUNCH
ofnis_000364,held_out,false,SEC_20_LAUNCH
ofnis_000365,held_out,false,SEC_20_LAUNCH
ofnis_000366,validation,false,SEC_20_LAUNCH
ofnis_000367,train,false,SEC_20_LAUNCH
ofnis_000368,train,false,SEC_20_LAUNCH
ofnis_000369,train,false,SEC_20_LAUNCH
ofnis_000370,held_out,false,SEC_20_LAUNCH
ofnis_000371,held_out,false,SEC_20_LAUNCH
ofnis_000372,train,false,SEC_20_LAUNCH
ofnis_000373,held_out,false,SEC_20_LAUNCH
ofnis_000374,validation,false,SEC_20_LAUNCH
ofnis_000375,train,false,SEC_20_LAUNCH
ofnis_000376,train,false,SEC_20_LAUNCH
ofnis_000377,validation,false,SEC_20_LAUNCH
ofnis_000378,train,false,SEC_20_LAUNCH
ofnis_000379,held_out,false,SEC_20_LAUNCH
ofnis_000380,held_out,false,SEC_20_LAUNCH
ofnis_000381,train,false,SEC_20_LAUNCH
ofnis_000382,validation,false,SEC_20_LAUNCH
ofnis_000383,train,false,SEC_20_LAUNCH
ofnis_000384,train,false,SEC_20_LAUNCH
ofnis_000385,train,false,SEC_20_LAUNCH
ofnis_000386,train,false,SEC_20_LAUNCH
ofnis_000387,train,false,SEC_20_LAUNCH
ofnis_000388,train,false,SEC_20_LAUNCH
ofnis_000389,held_out,false,SEC_20_LAUNCH
ofnis_000390,train,false,SEC_20_LAUNCH
ofnis_000391,train,false,SEC_20_LAUNCH
ofnis_000392,held_out,false,SEC_20_LAUNCH
ofnis_000393,train,false,SEC_20_LAUNCH
ofnis_000394,validation,false,SEC_20_LAUNCH
ofnis_000395,train,false,SEC_20_LAUNCH
ofnis_000396,validation,false,SEC_30_STRAIGHT
ofnis_000397,train,false,SEC_10_STATIC
ofnis_000398,train,false,SEC_20_LAUNCH
ofnis_000399,train,false,SEC_20_LAUNCH
ofnis_000400,held_out,false,SEC_20_LAUNCH
ofnis_000401,train,false,SEC_20_LAUNCH
ofnis_000402,validation,false,SEC_20_LAUNCH
ofnis_000403,train,false,SEC_20_LAUNCH
ofnis_000404,train,false,SEC_20_LAUNCH
ofnis_000405,held_out,false,SEC_20_LAUNCH
ofnis_000406,train,false,SEC_20_LAUNCH
ofnis_000407,train,false,SEC_20_LAUNCH
ofnis_000408,train,false,SEC_20_LAUNCH
ofnis_000409,train,false,SEC_20_LAUNCH
ofnis_000410,train,false,SEC_20_LAUNCH
ofnis_000411,validation,false,SEC_20_LAUNCH
ofnis_000412,validation,false,SEC_20_LAUNCH
ofnis_000413,train,false,SEC_20_LAUNCH
ofnis_000414,train,false,SEC_20_LAUNCH
ofnis_000415,train,false,SEC_20_LAUNCH
ofnis_000416,train,false,SEC_20_LAUNCH
ofnis_000417,validation,false,SEC_20_LAUNCH
ofnis_000418,train,false,SEC_20_LAUNCH
ofnis_000419,validation,false,SEC_20_LAUNCH
ofnis_000420,train,false,SEC_20_LAUNCH
ofnis_000421,held_out,false,SEC_20_LAUNCH
ofnis_000422,train,false,SEC_20_LAUNCH
ofnis_000423,held_out,false,SEC_20_LAUNCH
ofnis_000424,held_out,false,SEC_20_LAUNCH
ofnis_000425,validation,false,SEC_20_LAUNCH
ofnis_000426,train,false,SEC_20_LAUNCH
ofnis_000427,held_out,false,SEC_20_LAUNCH
ofnis_000428,validation,false,SEC_20_LAUNCH
ofnis_000429,train,false,SEC_20_LAUNCH
ofnis_000430,validation,false,SEC_20_LAUNCH
ofnis_000431,train,false,SEC_20_LAUNCH
ofnis_000432,train,false,SEC_20_LAUNCH
ofnis_000433,train,false,SEC_20_LAUNCH
ofnis_000434,train,false,SEC_20_LAUNCH
ofnis_000435,held_out,false,SEC_20_LAUNCH
ofnis_000436,validation,false,SEC_20_LAUNCH
ofnis_000437,train,false,SEC_20_LAUNCH
ofnis_000438,train,false,SEC_20_LAUNCH
ofnis_000439,train,false,SEC_20_LAUNCH
ofnis_000440,held_out,false,SEC_20_LAUNCH
ofnis_000441,validation,false,SEC_20_LAUNCH
ofnis_000442,train,false,SEC_20_LAUNCH
ofnis_000443,train,false,SEC_20_LAUNCH
ofnis_000444,train,false,SEC_20_LAUNCH
ofnis_000445,validation,false,SEC_20_LAUNCH
ofnis_000446,train,false,SEC_20_LAUNCH
ofnis_000447,train,false,SEC_20_LAUNCH
ofnis_000448,held_out,false,SEC_20_LAUNCH
ofnis_000449,train,false,SEC_20_LAUNCH
ofnis_000450,train,false,SEC_20_LAUNCH
ofnis_000451,train,false,SEC_20_LAUNCH
ofnis_000452,train,false,SEC_20_LAUNCH
ofnis_000453,train,false,SEC_20_LAUNCH
ofnis_000454,validation,false,SEC_20_LAUNCH
ofnis_000455,train,false,SEC_20_LAUNCH
ofnis_000456,held_out,false,SEC_20_LAUNCH
ofnis_000457,train,false,SEC_20_LAUNCH
ofnis_000458,held_out,false,SEC_20_LAUNCH
ofnis_000459,train,false,SEC_20_LAUNCH
ofnis_000460,train,false,SEC_20_LAUNCH
ofnis_000461,train,false,SEC_20_LAUNCH
ofnis_000462,train,false,SEC_20_LAUNCH
ofnis_000463,validation,false,SEC_20_LAUNCH
ofnis_000464,train,false,SEC_20_LAUNCH
ofnis_000465,train,false,SEC_20_LAUNCH
ofnis_000466,validation,false,SEC_20_LAUNCH
ofnis_000467,validation,false,SEC_20_LAUNCH
ofnis_000468,train,false,SEC_20_LAUNCH
ofnis_000469,held_out,false,SEC_20_LAUNCH
ofnis_000470,train,false,SEC_20_LAUNCH
ofnis_000471,held_out,false,SEC_20_LAUNCH
ofnis_000472,train,false,SEC_20_LAUNCH
ofnis_000473,held_out,false,SEC_20_LAUNCH
ofnis_000474,train,false,SEC_20_LAUNCH
ofnis_000475,train,false,SEC_20_LAUNCH
ofnis_000476,train,false,SEC_20_LAUNCH
ofnis_000477,held_out,false,SEC_20_LAUNCH
ofnis_000478,held_out,false,SEC_30_STRAIGHT
ofnis_000479,train,false,SEC_10_STATIC
ofnis_000480,train,false,SEC_20_LAUNCH
ofnis_000481,train,false,SEC_20_LAUNCH
ofnis_000482,train,false,SEC_20_LAUNCH
ofnis_000483,validation,false,SEC_20_LAUNCH
ofnis_000484,validation,false,SEC_20_LAUNCH
ofnis_000485,train,false,SEC_20_LAUNCH
ofnis_000486,held_out,false,SEC_20_LAUNCH
ofnis_000487,train,false,SEC_20_LAUNCH
ofnis_000488,validation,false,SEC_20_LAUNCH
ofnis_000489,train,false,SEC_20_LAUNCH
ofnis_000490,train,false,SEC_20_LAUNCH
ofnis_000491,held_out,false,SEC_20_LAUNCH
ofnis_000492,held_out,false,SEC_20_LAUNCH
ofnis_000493,train,false,SEC_20_LAUNCH
ofnis_000494,train,false,SEC_20_LAUNCH
ofnis_000495,held_out,false,SEC_20_LAUNCH
ofnis_000496,train,false,SEC_20_LAUNCH
ofnis_000497,train,false,SEC_20_LAUNCH
ofnis_000498,train,false,SEC_20_LAUNCH
ofnis_000499,train,false,SEC_20_LAUNCH
ofnis_000500,train,false,SEC_20_LAUNCH
ofnis_000501,train,false,SEC_20_LAUNCH
ofnis_000502,train,false,SEC_20_LAUNCH
ofnis_000503,train,false,SEC_20_LAUNCH
ofnis_000504,train,false,SEC_20_LAUNCH
ofnis_000505,held_out,false,SEC_20_LAUNCH
ofnis_000506,validation,false,SEC_20_LAUNCH
ofnis_000507,train,false,SEC_20_LAUNCH
ofnis_000508,validation,false,SEC_20_LAUNCH
ofnis_000509,train,false,SEC_20_LAUNCH
ofnis_000510,held_out,false,SEC_20_LAUNCH
ofnis_000511,train,false,SEC_20_LAUNCH
ofnis_000512,train,false,SEC_20_LAUNCH
ofnis_000513,validation,false,SEC_20_LAUNCH
ofnis_000514,train,false,SEC_20_LAUNCH
ofnis_000515,validation,false,SEC_20_LAUNCH
ofnis_000516,train,false,SEC_20_LAUNCH
ofnis_000517,train,false,SEC_20_LAUNCH
ofnis_000518,held_out,false,SEC_20_LAUNCH
ofnis_000519,train,false,SEC_20_LAUNCH
ofnis_000520,held_out,false,SEC_20_LAUNCH
ofnis_000521,train,false,SEC_20_LAUNCH
ofnis_000522,train,false,SEC_20_LAUNCH
ofnis_000523,validation,false,SEC_20_LAUNCH
ofnis_000524,train,false,SEC_20_LAUNCH
ofnis_000525,validation,false,SEC_20_LAUNCH
ofnis_000526,train,false,SEC_20_LAUNCH
ofnis_000527,held_out,false,SEC_20_LAUNCH
ofnis_000528,train,false,SEC_20_LAUNCH
ofnis_000529,train,false,SEC_20_LAUNCH
ofnis_000530,train,false,SEC_20_LAUNCH
ofnis_000531,held_out,false,SEC_20_LAUNCH
ofnis_000532,train,false,SEC_20_LAUNCH
ofnis_000533,held_out,false,SEC_20_LAUNCH
ofnis_000534,train,false,SEC_20_LAUNCH
ofnis_000535,train,false,SEC_20_LAUNCH
ofnis_000536,train,false,SEC_20_LAUNCH
ofnis_000537,train,false,SEC_20_LAUNCH
ofnis_000538,validation,false,SEC_20_LAUNCH
ofnis_000539,validation,false,SEC_20_LAUNCH
ofnis_000540,train,false,SEC_20_LAUNCH
ofnis_000541,held_out,false,SEC_20_LAUNCH
ofnis_000542,held_out,false,SEC_20_LAUNCH
ofnis_000543,held_out,false,SEC_20_LAUNCH
ofnis_000544,train,false,SEC_20_LAUNCH
ofnis_000545,train,false,SEC_20_LAUNCH
ofnis_000546,validation,false,SEC_20_LAUNCH
