candidate_id,split,stage,log_parameter,measurement_dimension,count,accepted_count,rejected_count,rejected_rate,rejected_rate_penalty,segment_count,score_partition,rms_nis,sqrt_mean_nis,expected_rms_nis,guarded_rms_nis,under_expected_penalty,inflation_flag,physical_residual_rms,parameter_field,parameter_value_kind,parameter_value,launch_command_signature
candidate_1_algebraic_envelope,train,SEC_10_STATIC,forward_accel_nis,1,2048,2048,0,0,0,2,active_traction,0.0148804414452,0.0672727658991,1.73205080757,1.73205080757,1.71717036612,true,0.157122805562,none,none,,
candidate_1_algebraic_envelope,train,SEC_10_STATIC,right_accel_nis,1,2048,2048,0,0,0,2,active_traction,0.0205101872026,0.128106724673,1.73205080757,1.73205080757,1.71154062037,true,0.155063087699,none,none,,
candidate_1_algebraic_envelope,train,SEC_10_STATIC,yaw_rate_nis,1,2048,2048,0,0,0,2,active_traction,0.203378408277,0.375835542832,1.73205080757,1.73205080757,1.52867239929,true,0.0156745824147,none,none,,
candidate_1_algebraic_envelope,train,static,yaw_rate_nis,1,1024,1024,0,0,0,1,active_traction,0.0156642785553,0.0827745326826,1.73205080757,1.73205080757,1.71638652901,true,0.00317592694884,none,none,,
candidate_1_algebraic_envelope,validation,SEC_10_STATIC,forward_accel_nis,1,1024,1024,0,0,0,1,active_traction,2.5982547899e-05,0.00401261049515,1.73205080757,1.73205080757,1.73202482502,true,0.00486057620806,none,none,,
candidate_1_algebraic_envelope,validation,SEC_10_STATIC,right_accel_nis,1,1024,1024,0,0,0,1,active_traction,1.97040248639e-05,0.00338173951421,1.73205080757,1.73205080757,1.73203110354,true,0.004102604854,none,none,,
candidate_1_algebraic_envelope,validation,SEC_10_STATIC,yaw_rate_nis,1,1024,1024,0,0,0,1,active_traction,0.0155007359268,0.084090254718,1.73205080757,1.73205080757,1.71655007164,true,0.00325510943305,none,none,,
candidate_1_algebraic_envelope,validation,static,forward_accel_nis,1,1024,1024,0,0,0,1,active_traction,0.0335696422857,0.164553374177,1.73205080757,1.73205080757,1.69848116528,true,0.201456054066,none,none,,
candidate_1_algebraic_envelope,validation,static,right_accel_nis,1,1024,1024,0,0,0,1,active_traction,0.0179235796633,0.120215059011,1.73205080757,1.73205080757,1.71412722791,true,0.145806991382,none,none,,
candidate_1_algebraic_envelope,validation,static,yaw_rate_nis,1,1024,1024,0,0,0,1,active_traction,0.487022579203,0.619660178175,1.73205080757,1.73205080757,1.24502822837,true,0.0284930980946,none,none,,
candidate_2_stribeck,all,SEC_10_STATIC,forward_accel_nis,1,3072,3072,0,0,0,3,active_traction,0.0111003203719,0.0549994819965,1.73205080757,1.73205080757,1.7209504872,true,0.123448857555,none,none,,
candidate_2_stribeck,all,SEC_10_STATIC,right_accel_nis,1,3072,3072,0,0,0,3,active_traction,0.0168142446762,0.104831021877,1.73205080757,1.73205080757,1.71523656289,true,0.12700247003,none,none,,
candidate_2_stribeck,all,SEC_10_STATIC,yaw_rate_nis,1,3072,3072,0,0,0,3,active_traction,0.161418494915,0.30622733028,1.73205080757,1.73205080757,1.57063231265,true,0.0129188349651,none,none,,
candidate_2_stribeck,all,static,forward_accel_nis,1,2048,2048,0,0,0,2,active_traction,0.0484199000092,0.193092829739,1.73205080757,1.73205080757,1.68363090756,true,0.236765607462,none,none,,
candidate_2_stribeck,all,static,right_accel_nis,1,2048,2048,0,0,0,2,active_traction,0.0206954444303,0.128139793331,1.73205080757,1.73205080757,1.71135536314,true,0.155549358908,none,none,,
candidate_2_stribeck,all,static,yaw_rate_nis,1,3072,3072,0,0,0,3,active_traction,0.398758089745,0.511182766482,1.73205080757,1.73205080757,1.33329271782,true,0.0237283744639,none,none,,
candidate_2_stribeck,held_out,static,forward_accel_nis,1,1024,1024,0,0,0,1,active_traction,0.0604615259318,0.220542036059,1.73205080757,1.73205080757,1.67158928164,true,0.270121568367,none,none,,
candidate_2_stribeck,held_out,static,right_accel_nis,1,1024,1024,0,0,0,1,active_traction,0.0238763508769,0.138640526757,1.73205080757,1.73205080757,1.70817445669,true,0.168382360682,none,none,,
candidate_2_stribeck,held_out,static,yaw_rate_nis,1,1024,1024,0,0,0,1,active_traction,0.516196007846,0.645097698941,1.73205080757,1.73205080757,1.21585479972,true,0.0296410025908,none,none,,
candidate_2_stribeck,train,SEC_10_STATIC,forward_accel_nis,1,2048,2048,0,0,0,2,active_traction,0.0135950477563,0.0672997270624,1.73205080757,1.73205080757,1.71845575981,true,0.151153432832,none,none,,
candidate_2_stribeck,train,SEC_10_STATIC,right_accel_nis,1,2048,2048,0,0,0,2,active_traction,0.0205931555695,0.128370123201,1.73205080757,1.73205080757,1.711457652,true,0.155520016823,none,none,,
candidate_2_stribeck,train,SEC_10_STATIC,yaw_rate_nis,1,2048,2048,0,0,0,2,active_traction,0.197396386564,0.370332897929,1.73205080757,1.73205080757,1.534654421,true,0.0156534036631,none,none,,
candidate_2_stribeck,train,static,yaw_rate_nis,1,1024,1024,0,0,0,1,active_traction,0.0152625124446,0.0817647538364,1.73205080757,1.73205080757,1.71678829512,true,0.00318213278713,none,none,,
candidate_2_stribeck,validation,SEC_10_STATIC,forward_accel_nis,1,1024,1024,0,0,0,1,active_traction,2.62694320165e-05,0.00404011562765,1.73205080757,1.73205080757,1.73202453814,true,0.00491332685567,none,none,,
candidate_2_stribeck,validation,SEC_10_STATIC,right_accel_nis,1,1024,1024,0,0,0,1,active_traction,1.89599138576e-05,0.00329429543148,1.73205080757,1.73205080757,1.73203184766,true,0.0039913551847,none,none,,
candidate_2_stribeck,validation,SEC_10_STATIC,yaw_rate_nis,1,1024,1024,0,0,0,1,active_traction,0.0153988520621,0.0838607348773,1.73205080757,1.73205080757,1.71665195551,true,0.00326049046723,none,none,,
candidate_2_stribeck,validation,static,forward_accel_nis,1,1024,1024,0,0,0,1,active_traction,0.0321461866449,0.161030717952,1.73205080757,1.73205080757,1.69990462092,true,0.197864206103,none,none,,
candidate_2_stribeck,validation,static,right_accel_nis,1,1024,1024,0,0,0,1,active_traction,0.01692698169,0.116697976035,1.73205080757,1.73205080757,1.71512382588,true,0.141557715171,none,none,,
candidate_2_stribeck,validation,static,yaw_rate_nis,1,1024,1024,0,0,0,1,active_traction,0.458620518085,0.600905105734,1.73205080757,1.73205080757,1.27343028948,true,0.0282912046481,none,none,,
candidate_3_load_sensitive,all,SEC_10_STATIC,forward_accel_nis,1,3072,3072,0,0,0,3,active_traction,0.0142703234729,0.0552169280703,1.73205080757,1.73205080757,1.7177804841,true,0.129671931598,none,none,,
candidate_3_load_sensitive,all,SEC_10_STATIC,right_accel_nis,1,3072,3072,0,0,0,3,active_traction,0.0166002776017,0.104160864276,1.73205080757,1.73205080757,1.71545052997,true,0.126081731481,none,none,,
candidate_3_load_sensitive,all,SEC_10_STATIC,yaw_rate_nis,1,3072,3072,0,0,0,3,active_traction,0.175039326733,0.318502916026,1.73205080757,1.73205080757,1.55701148084,true,0.0129632447208,none,none,,
candidate_3_load_sensitive,all,static,forward_accel_nis,1,2048,2048,0,0,0,2,active_traction,0.053797601163,0.204160006802,1.73205080757,1.73205080757,1.67825320641,true,0.248517065808,none,none,,
candidate_3_load_sensitive,all,static,right_accel_nis,1,2048,2048,0,0,0,2,active_traction,0.0211068631534,0.130372192697,1.73205080757,1.73205080757,1.71094394442,true,0.158044183298,none,none,,
candidate_3_load_sensitive,all,static,yaw_rate_nis,1,3072,3072,0,0,0,3,active_traction,0.459237190714,0.548701513235,1.73205080757,1.73205080757,1.27281361685,true,0.0239220599163,none,none,,
candidate_3_load_sensitive,held_out,static,forward_accel_nis,1,1024,1024,0,0,0,1,active_traction,0.0662123195893,0.230675598405,1.73205080757,1.73205080757,1.66583848798,true,0.280307055666,none,none,,
candidate_3_load_sensitive,held_out,static,right_accel_nis,1,1024,1024,0,0,0,1,active_traction,0.0220984089441,0.133337400105,1.73205080757,1.73205080757,1.70995239862,true,0.161605212316,none,none,,
candidate_3_load_sensitive,held_out,static,yaw_rate_nis,1,1024,1024,0,0,0,1,active_traction,0.581766765454,0.68389750694,1.73205080757,1.73205080757,1.15028404212,true,0.0295681215751,none,none,,
candidate_3_load_sensitive,train,SEC_10_STATIC,forward_accel_nis,1,2048,2048,0,0,0,2,active_traction,0.0174774974811,0.0675746447975,1.73205080757,1.73205080757,1.71457331009,true,0.15878247973,none,none,,
candidate_3_load_sensitive,train,SEC_10_STATIC,right_accel_nis,1,2048,2048,0,0,0,2,active_traction,0.0203311000382,0.127548235175,1.73205080757,1.73205080757,1.71171970753,true,0.154390980557,none,none,,
candidate_3_load_sensitive,train,SEC_10_STATIC,yaw_rate_nis,1,2048,2048,0,0,0,2,active_traction,0.214092255903,0.385499008799,1.73205080757,1.73205080757,1.51795855167,true,0.0157095043527,none,none,,
candidate_3_load_sensitive,train,static,yaw_rate_nis,1,1024,1024,0,0,0,1,active_traction,0.0156064372129,0.0826415766637,1.73205080757,1.73205080757,1.71644437036,true,0.00317724862579,none,none,,
candidate_3_load_sensitive,validation,SEC_10_STATIC,forward_accel_nis,1,1024,1024,0,0,0,1,active_traction,2.36571851102e-05,0.00374995966973,1.73205080757,1.73205080757,1.73202715038,true,0.00454728433441,none,none,,
candidate_3_load_sensitive,validation,SEC_10_STATIC,right_accel_nis,1,1024,1024,0,0,0,1,active_traction,1.97946483739e-05,0.00336932450864,1.73205080757,1.73205080757,1.73203101292,true,0.00408157876341,none,none,,
candidate_3_load_sensitive,validation,SEC_10_STATIC,yaw_rate_nis,1,1024,1024,0,0,0,1,active_traction,0.0156623636376,0.0843406840227,1.73205080757,1.73205080757,1.71638844393,true,0.00324962875683,none,none,,
candidate_3_load_sensitive,validation,static,forward_accel_nis,1,1024,1024,0,0,0,1,active_traction,0.0374738911298,0.173641541849,1.73205080757,1.73205080757,1.69457691644,true,0.212012779189,none,none,,
candidate_3_load_sensitive,validation,static,right_accel_nis,1,1024,1024,0,0,0,1,active_traction,0.0200663814996,0.127337955813,1.73205080757,1.73205080757,1.71198442607,true,0.154401046308,none,none,,
candidate_3_load_sensitive,validation,static,yaw_rate_nis,1,1024,1024,0,0,0,1,active_traction,0.542217909827,0.654732481008,1.73205080757,1.73205080757,1.18983289774,true,0.0288517959512,none,none,,
