candidate_id,split,stage,log_parameter,measurement_dimension,parameter_field,parameter_value_kind,parameter_value,launch_command_signature,count,accepted_count,rejected_count,rejected_rate,rejected_rate_penalty,sum_nis,sum_nis_sq,rms_nis,sqrt_mean_nis,physical_residual_rms,segment_count
candidate_1_algebraic_envelope,all,SEC_10_STATIC,right_accel_nis,1,none,none,,,3072,3072,0,0,0,33.6221204227,0.861528009135,0.0167465015891,0.104616923384,0.126630635709,3
candidate_1_algebraic_envelope,all,SEC_10_STATIC,yaw_rate_nis,1,none,none,,,3072,3072,0,0,0,296.525702605,84.9570065624,0.166298753975,0.310685200511,0.0129354912955,3
candidate_1_algebraic_envelope,all,static,forward_accel_nis,1,none,none,,,2048,2048,0,0,0,78.8881765419,5.10557423324,0.0499295120001,0.196264152234,0.239901903475,2
candidate_1_algebraic_envelope,all,static,right_accel_nis,1,none,none,,,2048,2048,0,0,0,34.0192603403,0.885479416543,0.0207933401925,0.128883540311,0.156355124053,2
candidate_1_algebraic_envelope,all,static,yaw_rate_nis,1,none,none,,,3072,3072,0,0,0,844.753584775,540.60056056,0.419495822356,0.524390017904,0.0238025987935,3
candidate_1_algebraic_envelope,held_out,static,forward_accel_nis,1,none,none,,,1024,1024,0,0,0,51.1604960778,3.95160724885,0.0621207811763,0.223520517964,0.272985905977,1
candidate_1_algebraic_envelope,held_out,static,right_accel_nis,1,none,none,,,1024,1024,0,0,0,19.2207600773,0.556514595607,0.0233124705849,0.137004647779,0.166235287767,1
candidate_1_algebraic_envelope,held_out,static,yaw_rate_nis,1,none,none,,,1024,1024,0,0,0,444.543296466,297.465725588,0.53897483489,0.658881106843,0.029626811792,1
candidate_1_algebraic_envelope,train,SEC_10_STATIC,forward_accel_nis,1,none,none,,,2048,2048,0,0,0,9.26848006496,0.453483597015,0.0148804414452,0.0672727658991,0.157122805562,2
candidate_1_algebraic_envelope,train,SEC_10_STATIC,right_accel_nis,1,none,none,,,2048,2048,0,0,0,33.6104097926,0.861527611569,0.0205101872026,0.128106724673,0.155063087699,2
candidate_1_algebraic_envelope,train,SEC_10_STATIC,yaw_rate_nis,1,none,none,,,2048,2048,0,0,0,289.284823564,84.7109672006,0.203378408277,0.375835542832,0.0156745824147,2
candidate_1_algebraic_envelope,train,static,yaw_rate_nis,1,none,none,,,1024,1024,0,0,0,7.01606221909,0.251258493603,0.0156642785553,0.0827745326826,0.00317592694884,1
candidate_1_algebraic_envelope,validation,SEC_10_STATIC,forward_accel_nis,1,none,none,,,1024,1024,0,0,0,0.0164874680174,6.91295022413e-07,2.5982547899e-05,0.00401261049515,0.00486057620806,1
candidate_1_algebraic_envelope,validation,SEC_10_STATIC,right_accel_nis,1,none,none,,,1024,1024,0,0,0,0.0117106300334,3.97566562137e-07,1.97040248639e-05,0.00338173951421,0.004102604854,1
candidate_1_algebraic_envelope,validation,SEC_10_STATIC,yaw_rate_nis,1,none,none,,,1024,1024,0,0,0,7.24087904107,0.246039361815,0.0155007359268,0.084090254718,0.00325510943305,1
candidate_1_algebraic_envelope,validation,static,forward_accel_nis,1,none,none,,,1024,1024,0,0,0,27.727680464,1.15396698439,0.0335696422857,0.164553374177,0.201456054066,1
candidate_1_algebraic_envelope,validation,static,right_accel_nis,1,none,none,,,1024,1024,0,0,0,14.798500263,0.328964820937,0.0179235796633,0.120215059011,0.145806991382,1
candidate_1_algebraic_envelope,validation,static,yaw_rate_nis,1,none,none,,,1024,1024,0,0,0,393.19422609,242.883576477,0.487022579203,0.619660178175,0.0284930980946,1
candidate_2_stribeck,all,SEC_10_STATIC,forward_accel_nis,1,none,none,,,3072,3072,0,0,0,9.29262495707,0.378522969164,0.0111003203719,0.0549994819965,0.123448857555,3
candidate_2_stribeck,all,SEC_10_STATIC,right_accel_nis,1,none,none,,,3072,3072,0,0,0,33.7598765503,0.868512227424,0.0168142446762,0.104831021877,0.12700247003,3
candidate_2_stribeck,all,SEC_10_STATIC,yaw_rate_nis,1,none,none,,,3072,3072,0,0,0,288.077346233,80.0438184979,0.161418494915,0.30622733028,0.0129188349651,3
candidate_2_stribeck,all,static,forward_accel_nis,1,none,none,,,2048,2048,0,0,0,76.3593541562,4.80150879622,0.0484199000092,0.193092829739,0.236765607462,2
candidate_2_stribeck,all,static,right_accel_nis,1,none,none,,,2048,2048,0,0,0,33.6277639884,0.8771613085,0.0206954444303,0.128139793331,0.155549358908,2
candidate_2_stribeck,all,static,yaw_rate_nis,1,none,none,,,3072,3072,0,0,0,802.737625339,488.472619428,0.398758089745,0.511182766482,0.0237283744639,3
candidate_2_stribeck,held_out,static,forward_accel_nis,1,none,none,,,1024,1024,0,0,0,49.8061206212,3.74333042483,0.0604615259318,0.220542036059,0.270121568367,1
candidate_2_stribeck,held_out,static,right_accel_nis,1,none,none,,,1024,1024,0,0,0,19.6825043552,0.583762054346,0.0238763508769,0.138640526757,0.168382360682,1
candidate_2_stribeck,held_out,static,yaw_rate_nis,1,none,none,,,1024,1024,0,0,0,426.138666167,272.85331816,0.516196007846,0.645097698941,0.0296410025908,1
candidate_2_stribeck,train,SEC_10_STATIC,forward_accel_nis,1,none,none,,,2048,2048,0,0,0,9.27591068197,0.378522262519,0.0135950477563,0.0672997270624,0.151153432832,2
candidate_2_stribeck,train,SEC_10_STATIC,right_accel_nis,1,none,none,,,2048,2048,0,0,0,33.7487637107,0.868511859318,0.0205931555695,0.128370123201,0.155520016823,2
candidate_2_stribeck,train,SEC_10_STATIC,yaw_rate_nis,1,none,none,,,2048,2048,0,0,0,280.87594043,79.8010028616,0.197396386564,0.370332897929,0.0156534036631,2
candidate_2_stribeck,train,static,yaw_rate_nis,1,none,none,,,1024,1024,0,0,0,6.84592636921,0.238534948988,0.0152625124446,0.0817647538364,0.00318213278713,1
candidate_2_stribeck,validation,SEC_10_STATIC,forward_accel_nis,1,none,none,,,1024,1024,0,0,0,0.0167142751076,7.06645051872e-07,2.62694320165e-05,0.00404011562765,0.00491332685567,1
candidate_2_stribeck,validation,SEC_10_STATIC,right_accel_nis,1,none,none,,,1024,1024,0,0,0,0.0111128395672,3.68105813489e-07,1.89599138576e-05,0.00329429543148,0.0039913551847,1
candidate_2_stribeck,validation,SEC_10_STATIC,yaw_rate_nis,1,none,none,,,1024,1024,0,0,0,7.20140580266,0.242815636305,0.0153988520621,0.0838607348773,0.00326049046723,1
candidate_2_stribeck,validation,static,forward_accel_nis,1,none,none,,,1024,1024,0,0,0,26.553233535,1.05817837139,0.0321461866449,0.161030717952,0.197864206103,1
candidate_2_stribeck,validation,static,right_accel_nis,1,none,none,,,1024,1024,0,0,0,13.9452596332,0.293399254154,0.01692698169,0.116697976035,0.141557715171,1
candidate_2_stribeck,validation,static,yaw_rate_nis,1,none,none,,,1024,1024,0,0,0,369.753032803,215.380766319,0.458620518085,0.600905105734,0.0282912046481,1
candidate_3_load_sensitive,all,SEC_10_STATIC,forward_accel_nis,1,none,none,,,3072,3072,0,0,0,9.36624889503,0.625588629572,0.0142703234729,0.0552169280703,0.129671931598,3
candidate_3_load_sensitive,all,SEC_10_STATIC,right_accel_nis,1,none,none,,,3072,3072,0,0,0,33.3296199068,0.846548632942,0.0166002776017,0.104160864276,0.126081731481,3
candidate_3_load_sensitive,all,SEC_10_STATIC,yaw_rate_nis,1,none,none,,,3072,3072,0,0,0,311.636298293,94.1222888547,0.175039326733,0.318502916026,0.0129632447208,3
candidate_3_load_sensitive,all,static,forward_accel_nis,1,none,none,,,2048,2048,0,0,0,85.3633195573,5.92728451256,0.053797601163,0.204160006802,0.248517065808,2
candidate_3_load_sensitive,all,static,right_accel_nis,1,none,none,,,2048,2048,0,0,0,34.8096688716,0.912383328615,0.0211068631534,0.130372192697,0.158044183298,2
candidate_3_load_sensitive,all,static,yaw_rate_nis,1,none,none,,,3072,3072,0,0,0,924.897333125,647.881105414,0.459237190714,0.548701513235,0.0239220599163,3
candidate_3_load_sensitive,held_out,static,forward_accel_nis,1,none,none,,,1024,1024,0,0,0,54.4883012602,4.48928897576,0.0662123195893,0.230675598405,0.280307055666,1
candidate_3_load_sensitive,held_out,static,right_accel_nis,1,none,none,,,1024,1024,0,0,0,18.2055549612,0.50005983013,0.0220984089441,0.133337400105,0.161605212316,1
candidate_3_load_sensitive,held_out,static,yaw_rate_nis,1,none,none,,,1024,1024,0,0,0,478.940979199,346.575431052,0.581766765454,0.68389750694,0.0295681215751,1
candidate_3_load_sensitive,train,SEC_10_STATIC,forward_accel_nis,1,none,none,,,2048,2048,0,0,0,9.35184920476,0.625588056478,0.0174774974811,0.0675746447975,0.15878247973,2
candidate_3_load_sensitive,train,SEC_10_STATIC,right_accel_nis,1,none,none,,,2048,2048,0,0,0,33.3179951028,0.84654823171,0.0203311000382,0.127548235175,0.154390980557,2
candidate_3_load_sensitive,train,SEC_10_STATIC,yaw_rate_nis,1,none,none,,,2048,2048,0,0,0,304.352226888,93.8710917887,0.214092255903,0.385499008799,0.0157095043527,2
candidate_3_load_sensitive,train,static,yaw_rate_nis,1,none,none,,,1024,1024,0,0,0,6.99354131811,0.249406343658,0.0156064372129,0.0826415766637,0.00317724862579,1
candidate_3_load_sensitive,validation,SEC_10_STATIC,forward_accel_nis,1,none,none,,,1024,1024,0,0,0,0.0143996902652,5.73094305114e-07,2.36571851102e-05,0.00374995966973,0.00454728433441,1
candidate_3_load_sensitive,validation,SEC_10_STATIC,right_accel_nis,1,none,none,,,1024,1024,0,0,0,0.011624803988,4.01231978747e-07,1.97946483739e-05,0.00336932450864,0.00408157876341,1
candidate_3_load_sensitive,validation,SEC_10_STATIC,yaw_rate_nis,1,none,none,,,1024,1024,0,0,0,7.28407140498,0.251197065951,0.0156623636376,0.0843406840227,0.00324962875683,1
candidate_3_load_sensitive,validation,static,forward_accel_nis,1,none,none,,,1024,1024,0,0,0,30.8750182971,1.4379955368,0.0374738911298,0.173641541849,0.212012779189,1
candidate_3_load_sensitive,validation,static,right_accel_nis,1,none,none,,,1024,1024,0,0,0,16.6041139103,0.412323498485,0.0200663814996,0.127337955813,0.154401046308,1
candidate_3_load_sensitive,validation,static,yaw_rate_nis,1,none,none,,,1024,1024,0,0,0,438.962812608,301.056268019,0.542217909827,0.654732481008,0.0288517959512,1
