"stage","log_parameter","parameter_value","launch_command_signature","count","rms_nis","sqrt_mean_nis","accepted_count","rejected_count","rejected_rate","finite_count","nonfinite_count","accepted_only_rms_nis","accepted_only_sqrt_mean_nis"
"yaw_launch","forward_accel_nis","0.6","pair=0,0;linear=0;yaw=0","1328","6.17228613788","0.66577927488","1326","2","0.0015060240963855422","1328","0","0.757464444765","0.46449280031500007"
"yaw_launch","forward_accel_nis","0.6","pair=0.6,-0.6;linear=0;yaw=-0.6","9000","20.6573230833","3.06615860349","8756","244","0.02711111111111111","9000","0","9.14490696322","2.66668834761"
"yaw_launch","forward_accel_nis","0.65","pair=0,0;linear=0;yaw=0","1442","13.6637542257","1.29142421297","1426","16","0.011095700416088766","1442","0","1.26345363166","0.56462400314"
"yaw_launch","forward_accel_nis","0.65","pair=0.64,-0.64;linear=0;yaw=-0.64","9000","21.7194099101","2.94988073025","8614","386","0.042888888888888886","9000","0","8.38127617574","2.38559508957"
"yaw_launch","forward_accel_nis","0.7","pair=0,0;linear=0;yaw=0","1616","8.40933177734","1.27215759579","1588","28","0.017326732673267328","1616","0","2.35268478814","0.790320818391"
"yaw_launch","forward_accel_nis","0.7","pair=0.7,-0.7;linear=0;yaw=-0.7","9000","45.3299867339","3.9640025601","7796","1204","0.13377777777777777","9000","0","6.107614022370001","1.83739075388"
"yaw_launch","forward_accel_nis","0.75","pair=0,0;linear=0;yaw=0","1699","6.60211399325","1.33652724353","1677","22","0.012948793407886992","1699","0","3.808378869","1.11134161013"
"yaw_launch","forward_accel_nis","0.75","pair=0.76,-0.76;linear=0;yaw=-0.76","9000","160.860629405","8.7201720027","5574","3426","0.38066666666666665","9000","0","8.39701959217","2.3378829916"
"yaw_launch","forward_accel_nis","0.8","pair=0,0;linear=0;yaw=0","1979","29.2830828187","2.63609431905","1867","112","0.05659423951490652","1979","0","3.1660925202","1.04403811489"
"yaw_launch","forward_accel_nis","0.8","pair=0.8,-0.8;linear=0;yaw=-0.8","9000","232.630043051","12.2776168763","3603","5397","0.5996666666666667","9000","0","9.05386944615","2.48914951548"
"yaw_launch","right_accel_nis","-0.8","pair=-0.8,0.8;linear=0;yaw=0.8","9000","81.576748546","6.48581367788","5403","3597","0.39966666666666667","9000","0","9.86212985491","2.65577098349"
"yaw_launch","right_accel_nis","-0.8","pair=0,0;linear=0;yaw=0","1877","23.4634795028","2.66365157978","1713","164","0.08737346830047948","1877","0","3.76792223994","1.10566268111"
"yaw_launch","right_accel_nis","-0.75","pair=-0.76,0.76;linear=0;yaw=0.76","9000","68.261318016","5.51310011145","6500","2500","0.2777777777777778","9000","0","8.17736866911","2.3049717389399995"
"yaw_launch","right_accel_nis","-0.75","pair=0,0;linear=0;yaw=0","1604","24.7933479682","2.43140857097","1510","94","0.05860349127182045","1604","0","3.8064117090099994","1.05612748724"
"yaw_launch","right_accel_nis","-0.7","pair=-0.7,0.7;linear=0;yaw=0.7","9000","41.735230626","4.07530879204","7590","1410","0.15666666666666668","9000","0","7.73517065104","2.27136600442"
"yaw_launch","right_accel_nis","-0.7","pair=0,0;linear=0;yaw=0","1640","13.0056717142","1.61004814544","1596","44","0.026829268292682926","1640","0","2.96215404378","0.859819927219"
"yaw_launch","right_accel_nis","-0.65","pair=-0.64,0.64;linear=0;yaw=0.64","9000","10.7504933292","2.48570258934","8685","315","0.035","9000","0","6.727000899","2.21637792051"
"yaw_launch","right_accel_nis","-0.65","pair=0,0;linear=0;yaw=0","1433","13.482808798","1.34285643371","1412","21","0.01465457083042568","1433","0","1.84038062127","0.622094035731"
"yaw_launch","right_accel_nis","-0.6","pair=-0.6,0.6;linear=0;yaw=0.6","9000","10.942518004600002","2.30978504805","8840","160","0.017777777777777778","9000","0","5.5191079713499995","2.09629760188"
"yaw_launch","right_accel_nis","-0.6","pair=0,0;linear=0;yaw=0","1273","4.9117029116","0.786771608889","1265","8","0.006284367635506678","1273","0","1.26574263984","0.510717890149"
"yaw_launch","right_accel_nis","-0.55","pair=-0.56,0.56;linear=0;yaw=0.56","10250","6.32320060494","1.97314079106","10153","97","0.009463414634146341","10250","0","4.3009849519","1.87532865406"
"yaw_launch","right_accel_nis","-0.55","pair=0,0;linear=0;yaw=0","1316","3.07133179796","0.656347814518","1312","4","0.00303951367781155","1316","0","1.4604860663","0.53493874155"
"yaw_launch","right_accel_nis","-0.5","pair=-0.5,0.5;linear=0;yaw=0.5","11500","5.4774272794","1.74338016129","11396","104","0.009043478260869564","11500","0","3.59097879282","1.64363479976"
"yaw_launch","right_accel_nis","-0.5","pair=0,0;linear=0;yaw=0","1272","3.41913751109","0.697371837818","1265","7","0.00550314465408805","1272","0","1.20033206241","0.509642158102"
"yaw_launch","right_accel_nis","-0.45","pair=-0.46,0.46;linear=0;yaw=0.46","2500","5.91614908458","1.84896777232","2475","25","0.01","2500","0","4.86033759459","1.76454822941"
"yaw_launch","right_accel_nis","-0.4","pair=-0.4,0.4;linear=0;yaw=0.4","2500","4.65480532985","1.47632672653","2475","25","0.01","2500","0","2.78120740555","1.35288914082"
"yaw_launch","right_accel_nis","-0.35","pair=-0.36,0.36;linear=0;yaw=0.36","2500","2.77082140686","1.27622517822","2494","6","0.0024","2500","0","2.23909258143","1.24621080762"
"yaw_launch","right_accel_nis","-0.3","pair=-0.3,0.3;linear=0;yaw=0.3","2500","3.23017038928","1.10135264665","2485","15","0.006","2500","0","1.77030796397","1.00809162386"
"yaw_launch","right_accel_nis","","","174625","52.216577662281054","3.8731233460072545","155725","18900","0.1082319255547602","174625","0","5.659663767068459","1.8879302175661785"
"yaw_launch","right_accel_nis","0.3","pair=0.3,-0.3;linear=0;yaw=-0.3","2500","2.53979012956","1.0989210053","2495","5","0.002","2500","0","2.01389682072","1.06832106815"
"yaw_launch","right_accel_nis","0.35","pair=0.36,-0.36;linear=0;yaw=-0.36","2500","3.0434647006","1.25375805017","2495","5","0.002","2500","0","2.52073511574","1.22580853179"
"yaw_launch","right_accel_nis","0.4","pair=0.4,-0.4;linear=0;yaw=-0.4","2500","4.92159207229","1.6160897031","2486","14","0.0056","2500","0","4.23499612318","1.56157040306"
"yaw_launch","right_accel_nis","0.45","pair=0.46,-0.46;linear=0;yaw=-0.46","2500","8.27574684431","1.93349780411","2442","58","0.0232","2500","0","4.24058073871","1.68126288474"
"yaw_launch","right_accel_nis","0.5","pair=0,0;linear=0;yaw=0","1293","3.68523616961","0.754483211079","1285","8","0.006187161639597835","1293","0","1.26155805346","0.549774986905"
"yaw_launch","right_accel_nis","0.5","pair=0.5,-0.5;linear=0;yaw=-0.5","11500","7.15763788668","1.79415855506","11401","99","0.008608695652173913","11500","0","3.67187379515","1.67071825123"
"yaw_launch","right_accel_nis","0.55","pair=0,0;linear=0;yaw=0","1353","4.13464207579","0.792244867768","1345","8","0.005912786400591279","1353","0","1.43039457915","0.580299601371"
"yaw_launch","right_accel_nis","0.55","pair=0.56,-0.56;linear=0;yaw=-0.56","10250","7.57171669908","1.92898494417","10161","89","0.008682926829268293","10250","0","4.0430453359","1.8125557680899997"
"yaw_launch","right_accel_nis","0.6","pair=0,0;linear=0;yaw=0","1328","6.64225993564","0.901518215371","1319","9","0.00677710843373494","1328","0","1.3955882325500002","0.562752642453"
"yaw_launch","right_accel_nis","0.6","pair=0.6,-0.6;linear=0;yaw=-0.6","9000","7.10241367906","2.11505305888","8917","83","0.009222222222222222","9000","0","5.29203280644","2.02365688118"
"yaw_launch","right_accel_nis","0.65","pair=0,0;linear=0;yaw=0","1442","11.0136674586","1.30624469647","1418","24","0.016643550624133148","1442","0","2.14173313324","0.728938844759"
"yaw_launch","right_accel_nis","0.65","pair=0.64,-0.64;linear=0;yaw=-0.64","9000","13.8672185778","2.4542761333","8728","272","0.030222222222222223","9000","0","6.16422985964","2.11783806766"
"yaw_launch","right_accel_nis","0.7","pair=0,0;linear=0;yaw=0","1616","10.3848580738","1.63524247059","1563","53","0.0327970297029703","1616","0","3.75301627527","1.06297565147"
"yaw_launch","right_accel_nis","0.7","pair=0.7,-0.7;linear=0;yaw=-0.7","9000","45.6589252242","4.15275298159","7592","1408","0.15644444444444444","9000","0","7.30893609002","2.16869019847"
"yaw_launch","right_accel_nis","0.75","pair=0,0;linear=0;yaw=0","1699","34.9616319631","2.94844706309","1534","165","0.09711595055915244","1699","0","3.92446478513","1.10878175141"
"yaw_launch","right_accel_nis","0.75","pair=0.76,-0.76;linear=0;yaw=-0.76","9000","127.925408932","7.56289068368","5745","3255","0.3616666666666667","9000","0","8.704176289","2.4130324105"
"yaw_launch","right_accel_nis","0.8","pair=0,0;linear=0;yaw=0","1979","68.1654879437","4.37574984838","1727","252","0.12733703890853967","1979","0","4.41886084192","1.2285421971099997"
"yaw_launch","right_accel_nis","0.8","pair=0.8,-0.8;linear=0;yaw=-0.8","9000","138.060659369","8.57781972149","4503","4497","0.49966666666666665","9000","0","10.0802986413","2.67449853798"
"yaw_launch","yaw_rate_nis","-0.8","pair=-0.8,0.8;linear=0;yaw=0.8","9000","231.409301698","9.42728576946","9000","0","0","9000","0","231.409301698","9.42728576946"
"yaw_launch","yaw_rate_nis","-0.8","pair=0,0;linear=0;yaw=0","1877","53.3498329523","3.47079895443","1877","0","0","1877","0","53.3498329523","3.47079895443"
"yaw_launch","yaw_rate_nis","-0.75","pair=-0.76,0.76;linear=0;yaw=0.76","9000","393.143142449","10.878023361799999","9000","0","0","9000","0","393.143142449","10.878023361799999"
"yaw_launch","yaw_rate_nis","-0.75","pair=0,0;linear=0;yaw=0","1604","19.1014389187","2.10999584416","1604","0","0","1604","0","19.1014389187","2.10999584416"
"yaw_launch","yaw_rate_nis","-0.7","pair=-0.7,0.7;linear=0;yaw=0.7","9000","164.857923778","6.75151080833","9000","0","0","9000","0","164.857923778","6.75151080833"
"yaw_launch","yaw_rate_nis","-0.7","pair=0,0;linear=0;yaw=0","1640","26.303189107899996","1.91013632594","1640","0","0","1640","0","26.303189107899996","1.91013632594"
"yaw_launch","yaw_rate_nis","-0.65","pair=-0.64,0.64;linear=0;yaw=0.64","9000","13.2958259678","2.40272412913","9000","0","0","9000","0","13.2958259678","2.40272412913"
"yaw_launch","yaw_rate_nis","-0.65","pair=0,0;linear=0;yaw=0","1433","10.2935918156","1.21877232942","1433","0","0","1433","0","10.2935918156","1.21877232942"
"yaw_launch","yaw_rate_nis","-0.6","pair=-0.6,0.6;linear=0;yaw=0.6","9000","8.95299525691","2.27590634104","9000","0","0","9000","0","8.95299525691","2.27590634104"
"yaw_launch","yaw_rate_nis","-0.6","pair=0,0;linear=0;yaw=0","1273","2.35169931551","0.998676799142","1273","0","0","1273","0","2.35169931551","0.998676799142"
"yaw_launch","yaw_rate_nis","-0.55","pair=-0.56,0.56;linear=0;yaw=0.56","10250","6.9106646444","2.15295245218","10250","0","0","10250","0","6.9106646444","2.15295245218"
"yaw_launch","yaw_rate_nis","-0.55","pair=0,0;linear=0;yaw=0","1316","3.27588431262","1.06756311476","1316","0","0","1316","0","3.27588431262","1.06756311476"
"yaw_launch","yaw_rate_nis","-0.5","pair=-0.5,0.5;linear=0;yaw=0.5","11500","5.21847572209","2.01207821458","11500","0","0","11500","0","5.21847572209","2.01207821458"
"yaw_launch","yaw_rate_nis","-0.5","pair=0,0;linear=0;yaw=0","1272","2.37123392726","0.989892105166","1272","0","0","1272","0","2.37123392726","0.989892105166"
"yaw_launch","yaw_rate_nis","-0.45","pair=-0.46,0.46;linear=0;yaw=0.46","2500","6.62301616914","2.18605626184","2500","0","0","2500","0","6.62301616914","2.18605626184"
"yaw_launch","yaw_rate_nis","-0.4","pair=-0.4,0.4;linear=0;yaw=0.4","2500","4.44960374863","1.88321665149","2500","0","0","2500","0","4.44960374863","1.88321665149"
"yaw_launch","yaw_rate_nis","-0.35","pair=-0.36,0.36;linear=0;yaw=0.36","2500","3.75377722602","1.73295134304","2500","0","0","2500","0","3.75377722602","1.73295134304"
"yaw_launch","yaw_rate_nis","-0.3","pair=-0.3,0.3;linear=0;yaw=0.3","2500","3.2910843938","1.62347644279","2500","0","0","2500","0","3.2910843938","1.62347644279"
"yaw_launch","yaw_rate_nis","","","174625","134.2996196691742","5.168536415675161","174625","0","0","174625","0","134.2996196691742","5.168536415675161"
"yaw_launch","yaw_rate_nis","0.3","pair=0.3,-0.3;linear=0;yaw=-0.3","2500","3.3124496474","1.59803006021","2500","0","0","2500","0","3.3124496474","1.59803006021"
"yaw_launch","yaw_rate_nis","0.35","pair=0.36,-0.36;linear=0;yaw=-0.36","2500","3.78472533432","1.69219428318","2500","0","0","2500","0","3.78472533432","1.69219428318"
"yaw_launch","yaw_rate_nis","0.4","pair=0.4,-0.4;linear=0;yaw=-0.4","2500","5.2622004702","1.90655362965","2500","0","0","2500","0","5.2622004702","1.90655362965"
"yaw_launch","yaw_rate_nis","0.45","pair=0.46,-0.46;linear=0;yaw=-0.46","2500","6.56741223067","2.00674143248","2500","0","0","2500","0","6.56741223067","2.00674143248"
"yaw_launch","yaw_rate_nis","0.5","pair=0,0;linear=0;yaw=0","1293","2.70842613313","1.00421107734","1293","0","0","1293","0","2.70842613313","1.00421107734"
"yaw_launch","yaw_rate_nis","0.5","pair=0.5,-0.5;linear=0;yaw=-0.5","11500","5.96557557838","2.04546975207","11500","0","0","11500","0","5.96557557838","2.04546975207"
"yaw_launch","yaw_rate_nis","0.55","pair=0,0;linear=0;yaw=0","1353","2.58050159693","1.06661316218","1353","0","0","1353","0","2.58050159693","1.06661316218"
"yaw_launch","yaw_rate_nis","0.55","pair=0.56,-0.56;linear=0;yaw=-0.56","10250","6.89313348213","2.04392440393","10250","0","0","10250","0","6.89313348213","2.04392440393"
"yaw_launch","yaw_rate_nis","0.6","pair=0,0;linear=0;yaw=0","1328","2.00825762653","0.971476152994","1328","0","0","1328","0","2.00825762653","0.971476152994"
"yaw_launch","yaw_rate_nis","0.6","pair=0.6,-0.6;linear=0;yaw=-0.6","9000","8.19886758199","2.16818618193","9000","0","0","9000","0","8.19886758199","2.16818618193"
"yaw_launch","yaw_rate_nis","0.65","pair=0,0;linear=0;yaw=0","1442","6.44606390964","1.24490611843","1442","0","0","1442","0","6.44606390964","1.24490611843"
"yaw_launch","yaw_rate_nis","0.65","pair=0.64,-0.64;linear=0;yaw=-0.64","9000","20.1841507195","2.65821419617","9000","0","0","9000","0","20.1841507195","2.65821419617"
"yaw_launch","yaw_rate_nis","0.7","pair=0,0;linear=0;yaw=0","1616","25.4562193918","2.27000711245","1616","0","0","1616","0","25.4562193918","2.27000711245"
"yaw_launch","yaw_rate_nis","0.7","pair=0.7,-0.7;linear=0;yaw=-0.7","9000","150.426291819","6.60781301207","9000","0","0","9000","0","150.426291819","6.60781301207"
"yaw_launch","yaw_rate_nis","0.75","pair=0,0;linear=0;yaw=0","1699","44.223913049","3.27338104665","1699","0","0","1699","0","44.223913049","3.27338104665"
"yaw_launch","yaw_rate_nis","0.75","pair=0.76,-0.76;linear=0;yaw=-0.76","9000","250.49388215899998","9.72039246785","9000","0","0","9000","0","250.49388215899998","9.72039246785"
"yaw_launch","yaw_rate_nis","0.8","pair=0,0;linear=0;yaw=0","1979","78.0586991789","4.49127725289","1979","0","0","1979","0","78.0586991789","4.49127725289"
"yaw_launch","yaw_rate_nis","0.8","pair=0.8,-0.8;linear=0;yaw=-0.8","9000","160.249212079","7.9909759969700005","9000","0","0","9000","0","160.249212079","7.9909759969700005"
