candidate_id,segment_id,split,stage,run_id,source_path,source_row_index,master_time_us,log_parameter,measurement_dimension,nis,accepted,rejected,gate_threshold,innovation,innovation_variance,measurement,prediction,corrupted
baseline_holdover,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,4,4000,yaw_rate_nis,1,245.505060404,true,false,,-0.704764947912,0.00202315028044,0.03,0.734764947912,false
baseline_holdover,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,4,4000,forward_accel_nis,1,114.391615165,false,true,25,14.4842886089,1.83400344687,30,15.5157113911,false
baseline_holdover,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,4,4000,right_accel_nis,1,0.547639799787,true,false,25,1.2400147676,2.8077517822,0,-1.2400147676,false
candidate_1_algebraic_envelope,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,0,0,yaw_rate_nis,1,0,true,false,,0,0.0269679592913,0,0,false
candidate_1_algebraic_envelope,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,0,0,forward_accel_nis,1,0,true,false,25,0,2.20247708478,0,0,false
candidate_1_algebraic_envelope,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,0,0,right_accel_nis,1,0,true,false,25,0,2.19570078107,0,0,false
candidate_1_algebraic_envelope,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,1,1000,yaw_rate_nis,1,0.0290786298128,true,false,,0.012,0.00495209027822,0.012,0,false
candidate_1_algebraic_envelope,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,1,1000,forward_accel_nis,1,0.0109283145923,true,false,25,-3.62212336587,1200.53074669,1.85,5.47212336587,false
candidate_1_algebraic_envelope,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,1,1000,right_accel_nis,1,2.83137517604e-07,true,false,25,0.00383131858138,51.8440727894,0.03,0.0261686814186,false
candidate_1_algebraic_envelope,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,2,2000,yaw_rate_nis,1,0.0230273855426,true,false,,0.0116989664643,0.00594361075337,0.018,0.00630103353569,false
candidate_1_algebraic_envelope,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,2,2000,forward_accel_nis,1,6.43149065366,true,false,25,-4.74136259609,3.49538240482,2.75,7.49136259609,false
candidate_1_algebraic_envelope,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,2,2000,right_accel_nis,1,0.0104372409515,true,false,25,-0.319091341756,9.75538313788,0.06,0.379091341756,false
candidate_1_algebraic_envelope,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,3,3000,yaw_rate_nis,1,184.417365422,true,false,,0.673100540937,0.00245673360083,1.06,0.386899459063,false
candidate_1_algebraic_envelope,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,3,3000,forward_accel_nis,1,0.561752245525,true,false,25,-0.997949637126,1.77285179752,0.2,1.19794963713,false
candidate_1_algebraic_envelope,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,3,3000,right_accel_nis,1,26.9492717488,false,true,25,10.5522038943,4.13180022317,1.55,-9.00220389426,false
candidate_1_algebraic_envelope,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,4,4000,yaw_rate_nis,1,246.629372836,true,false,,-0.705985434845,0.00202090865529,0.03,0.735985434845,false
candidate_1_algebraic_envelope,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,4,4000,forward_accel_nis,1,114.479749104,false,true,25,14.4882483928,1.83359365419,30,15.5117516072,false
candidate_1_algebraic_envelope,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,4,4000,right_accel_nis,1,0.582213734548,true,false,25,1.29858046205,2.89637828234,0,-1.29858046205,false
candidate_2_stribeck_algebraic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,0,0,yaw_rate_nis,1,0,true,false,,0,0.0269678689778,0,0,false
candidate_2_stribeck_algebraic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,0,0,forward_accel_nis,1,0,true,false,25,0,2.218047835,0,0,false
candidate_2_stribeck_algebraic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,0,0,right_accel_nis,1,0,true,false,25,0,2.21132179509,0,0,false
candidate_2_stribeck_algebraic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,1,1000,yaw_rate_nis,1,0.0225321399199,true,false,,0.012,0.00639087101855,0.012,0,false
candidate_2_stribeck_algebraic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,1,1000,forward_accel_nis,1,0.0107541303081,true,false,25,-4.43572924766,1829.59415544,1.85,6.28572924766,false
candidate_2_stribeck_algebraic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,1,1000,right_accel_nis,1,2.83503242297e-06,true,false,25,-0.0170509796332,102.55117511,0.03,0.0470509796332,false
candidate_2_stribeck_algebraic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,2,2000,yaw_rate_nis,1,0.0188352996861,true,false,,0.0118742650521,0.00748584694049,0.018,0.00612573494785,false
candidate_2_stribeck_algebraic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,2,2000,forward_accel_nis,1,8.22222776131,true,false,25,-6.02988183672,4.42209532748,2.75,8.77988183672,false
candidate_2_stribeck_algebraic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,2,2000,right_accel_nis,1,0.0401047410849,true,false,25,-0.531654678834,7.04796215808,0.06,0.591654678834,false
candidate_2_stribeck_algebraic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,3,3000,yaw_rate_nis,1,179.624887869,true,false,,0.673563973852,0.00252575482303,1.06,0.386436026148,false
candidate_2_stribeck_algebraic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,3,3000,forward_accel_nis,1,0.00836880246505,true,false,25,0.124850953398,1.86260347635,0.2,0.0751490466024,false
candidate_2_stribeck_algebraic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,3,3000,right_accel_nis,1,39.6754160209,false,true,25,12.7060324782,4.06910065547,1.55,-11.1560324782,false
candidate_2_stribeck_algebraic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,4,4000,yaw_rate_nis,1,256.237975972,true,false,,-0.730136022767,0.00208048244886,0.03,0.760136022767,false
candidate_2_stribeck_algebraic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,4,4000,forward_accel_nis,1,107.906542735,false,true,25,14.0986561955,1.84207649954,30,15.9013438045,false
candidate_2_stribeck_algebraic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,4,4000,right_accel_nis,1,0.60206130284,true,false,25,1.18223951399,2.32150822821,0,-1.18223951399,false
candidate_3_load_sensitive_anisotropic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,0,0,yaw_rate_nis,1,0,true,false,,0,0.00781845097505,0,0,false
candidate_3_load_sensitive_anisotropic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,0,0,forward_accel_nis,1,0,true,false,25,0,2.96003678643,0,0,false
candidate_3_load_sensitive_anisotropic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,0,0,right_accel_nis,1,0,true,false,25,0,2.69475092596,0,0,false
candidate_3_load_sensitive_anisotropic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,1,1000,yaw_rate_nis,1,0.0763693228683,true,false,,0.012,0.00188557387432,0.012,0,false
candidate_3_load_sensitive_anisotropic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,1,1000,forward_accel_nis,1,0.0114015482769,true,false,25,-5.43433532564,2590.17457227,1.85,7.28433532564,false
candidate_3_load_sensitive_anisotropic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,1,1000,right_accel_nis,1,2.82204159714e-05,true,false,25,-0.0550303552503,107.310253755,0.03,0.0850303552503,false
candidate_3_load_sensitive_anisotropic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,2,2000,yaw_rate_nis,1,0.125036109308,true,false,,0.0149062316034,0.0017770525798,0.018,0.0030937683966,false
candidate_3_load_sensitive_anisotropic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,2,2000,forward_accel_nis,1,5.64231778449,true,false,25,-7.07559622758,8.87296034855,2.75,9.82559622758,false
candidate_3_load_sensitive_anisotropic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,2,2000,right_accel_nis,1,0.0347188594571,true,false,25,-0.437554237199,5.51440091884,0.06,0.497554237199,false
candidate_3_load_sensitive_anisotropic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,3,3000,yaw_rate_nis,1,246.893308487,true,false,,0.712546123755,0.00205644284808,1.06,0.347453876245,false
candidate_3_load_sensitive_anisotropic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,3,3000,forward_accel_nis,1,0.475427780802,true,false,25,0.95105374926,1.90250395645,0.2,-0.75105374926,false
candidate_3_load_sensitive_anisotropic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,3,3000,right_accel_nis,1,51.4734790585,false,true,25,17.3769714002,5.86630514523,1.55,-15.8269714002,false
candidate_3_load_sensitive_anisotropic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,4,4000,yaw_rate_nis,1,183.869945905,true,false,,-0.603136772819,0.00197843081389,0.03,0.633136772819,false
candidate_3_load_sensitive_anisotropic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,4,4000,forward_accel_nis,1,119.928273732,false,true,25,15.0187946339,1.88082580725,30,14.9812053661,false
candidate_3_load_sensitive_anisotropic,smoke_segment_001,train,smoke,smoke,C:\Users\thene\source\repos\MicroMouse2025\staging\traction_candidate_rms_nis_testbed\smoke_sensor_log.csv,4,4000,right_accel_nis,1,0.136168961893,true,false,25,0.611184137114,2.74325400052,0,-0.611184137114,false
